page_view_key,session_id,page_view_timestamp,page_url,page_title,page_type,product_id,previous_page_url,time_on_page_seconds,scroll_depth_percent,exit_page_flag,entry_page_flag
47514,SESS00134780,2024-11-10 22:13:41,https://bookhoarder.com/category,  The Book Hoarder - Category,Category,,  https://bookhoarder.com/product/PROD00001273,99,57,0,0
47515,SESS00134780,2024-11-10 22:10:26,https://bookhoarder.com/cart,The Book Hoarder - Cart  ,Cart,,https://bookhoarder.com/category,18,48,1,0
47516,SESS00046029,2024-09-04 11:14:55,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,7,89,0,1
47517,SESS00046029,2024-09-04 11:16:14,https://bookhoarder.com/category,the book hoarder - category,Category,,https://bookhoarder.com/home,42,60,0,0
47518,SESS00046029,2024-09-04 11:16:43,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,148,39,0,0
47519,SESS00046029,2024-09-04 11:15:40,https://bookhoarder.com/product/PROD00001198,The Book Hoarder - Product,Product,PROD00001198,https://bookhoarder.com/category,60,51,0,0
47520,SESS00046029,2024-09-04 11:21:31,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00001198,7,49,0,0
47521,SESS00046029,2024-09-04 11:24:00,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,185,51,0,0
47522,SESS00046029,2024-09-04 11:21:43,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/category,69,47,0,0
47523,SESS00046029,2024-09-04 11:16:26,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,178,33,0,0
47524,SESS00046029,2024-09-04 11:25:35,https://bookhoarder.com/product/PROD00000023,The Book Hoarder - Product,Product,PROD00000023,https://bookhoarder.com/cart,86,74,1,0
47525,SESS00109167,2023-03-22 01:44:49,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,23,99,0,1
47526,SESS00109167,2023-03-22 01:45:28,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,10,68,1,0
47527,SESS00111581,2022-08-28 21:46:52,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,,108,70,0,1
47528,SESS00111581,2022-08-28 21:48:44,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,252,74,0,0
47529,SESS00111581,2022-08-28 21:50:18,https://bookhoarder.com/product/PROD00003091,The Book Hoarder - Product,Product,PROD00003091,https://bookhoarder.com/home,109,91,0,0
47530,SESS00111581,2022-08-28 21:48:04,https://bookhoarder.com/product/PROD00004934,The Book Hoarder - Product,Product,PROD00004934,https://bookhoarder.com/product/PROD00003091,109,85,0,0
47531,SESS00111581,2022-08-28 21:50:32,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00004934,330,72,0,0
47532,SESS00111581,2022-08-28 21:55:57,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,198,65,0,0
47533,SESS00111581,2022-08-28 21:56:04,https://bookhoarder.com/cart,  The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,148,64,0,0
47534,SESS00111581,2022-08-28 21:48:23,  https://bookhoarder.com/product/PROD00001858,The Book Hoarder - Product,Product,PROD00001858,https://bookhoarder.com/cart,430,87,0,0
47535,SESS00111581,2022-08-28 21:54:44,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed,,https://bookhoarder.com/product/PROD00001858,107,66,1,0
47536,SESS00000723,2022-04-04 01:57:04,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,129,92,0,1
47537,SESS00000723,2022-04-04 01:57:26,https://bookhoarder.com/product/PROD00000506,The Book Hoarder - Product,Product,PROD00000506,https://bookhoarder.com/category,118,93,0,0
47538,SESS00000723,2022-04-04 02:00:38,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00000506,283,88,0,0
47539,SESS00000723,2022-04-04 01:58:22,https://bookhoarder.com/product/PROD00004399  ,The Book Hoarder - Product,Product,PROD00004399,  https://bookhoarder.com/category,397,90,0,0
47540,SESS00000723,2022-04-04 02:00:08,https://bookhoarder.com/product/PROD00002373,The Book Hoarder - Product,Product,PROD00002373,https://bookhoarder.com/product/PROD00004399,115,61,0,0
47541,SESS00000723,2022-04-04 02:03:34,https://bookhoarder.com/product/PROD00004923,The Book Hoarder - Product,Product,PROD00004923,https://bookhoarder.com/product/PROD00002373,12,100,0,0
47542,SESS00000723,2022-04-04 02:07:10,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,  https://bookhoarder.com/product/PROD00004923,317,,0,0
47543,SESS00000723,2022-04-04 02:09:05,https://bookhoarder.com/product/PROD00002070,The Book Hoarder - Product,Product,PROD00002070,https://bookhoarder.com/cart  ,316,64,0,0
47544,SESS00000723,2022-04-04 01:58:24,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00002070,102,69,0,0
47545,SESS00000723,2022-04-04 02:12:58,https://bookhoarder.com/product/PROD00002331,The Book Hoarder - Product,Product,PROD00002331,https://bookhoarder.com/category,174,92,1,0
47546,SESS00066839,2024-08-11 11:39:58,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,,201,51,0,1
47547,SESS00066839,2024-08-11 11:41:18,https://bookhoarder.com/product/PROD00001728,The Book Hoarder - Product,Product,PROD00001728,https://bookhoarder.com/category,22,35,0,0
47548,SESS00066839,2024-08-11 11:42:38,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00001728,42,95,0,0
47549,SESS00066839,2024-08-11 11:45:01,https://bookhoarder.com/product/PROD00001179,The Book Hoarder - Product  ,Product,PROD00001179,https://bookhoarder.com/category,135,65,0,0
47550,SESS00066839,2024-08-11 11:44:46,https://bookhoarder.com/product/PROD00000164,The Book Hoarder - Product,Product,PROD00000164,https://bookhoarder.com/product/PROD00001179,191,30,0,0
47551,SESS00066839,2024-08-11 11:41:38,https://bookhoarder.com/product/PROD00000570,The Book Hoarder - Product,Product,PROD00000570,https://bookhoarder.com/product/PROD00000164,18,82,0,0
47552,SESS00066839,2024-08-11 11:42:40,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00000570  ,122,59,0,0
47553,SESS00066839,2024-08-11 11:48:43,https://bookhoarder.com/home  ,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,165,61,0,0
47554,SESS00066839,2024-08-11 11:52:06,https://bookhoarder.com/cart,The Book Hoarder - Cart  ,Cart,,https://bookhoarder.com/home,114,58,0,0
47555,SESS00066839,2024-08-11 11:51:31,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/cart,198,78,1,0
47556,SESS00113839,2021-05-06 19:31:03,https://bookhoarder.com/home,THE BOOK HOARDER - HOME,Home,,,67,94,0,1
47557,SESS00113839,2021-05-06 19:32:56,https://bookhoarder.com/category,the book hoarder - category,Category,,https://bookhoarder.com/home,414,,0,0
47558,SESS00113839,2021-05-06 19:34:33,https://bookhoarder.com/cart,the book hoarder - cart,Cart,,https://bookhoarder.com/category,83,67,0,0
47559,SESS00113839,2021-05-06 19:36:24,https://bookhoarder.com/checkout,The Book Hoarder - Checkout  ,Checkout,,https://bookhoarder.com/cart,463,62,0,0
47560,SESS00113839,2021-05-06 19:36:47,https://bookhoarder.com/order-success,THE BOOK HOARDER - ORDER SUCCESS,Order Success,,https://bookhoarder.com/checkout,70,97,1,0
47561,SESS00012410,2024-06-19 08:45:22,https://bookhoarder.com/category  ,The Book Hoarder - Category,CATEGORY,,,147,82,0,1
47562,SESS00012410,2024-06-19 08:46:43,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,58,91,0,0
47563,SESS00012410,2024-06-19 08:47:56,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,76,81,0,0
47564,SESS00012410,2024-06-19 08:47:16,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,170,39,0,0
47565,SESS00012410,2024-06-19 08:46:18,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,CATEGORY,,https://bookhoarder.com/category,206,100,1,0
47566,SESS00000661,2023-02-17 01:31:36,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,140,72,0,1
47567,SESS00000661,2023-02-17 01:32:34,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,19,54,0,0
47568,SESS00000661,2023-02-17 01:35:16,https://bookhoarder.com/cart  ,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,254,61,0,0
47569,SESS00000661,2023-02-17 01:32:54,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,215,73,0,0
47570,SESS00000661,2023-02-17 01:36:28,https://bookhoarder.com/home,The Book Hoarder - Home  ,Home,,https://bookhoarder.com/cart,150,93,1,0
47571,SESS00193214,2023-12-14 13:53:03,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,193,72,0,1
47572,SESS00193214,2023-12-14 13:53:37,  https://bookhoarder.com/category,The Book Hoarder - Category,CATEGORY,,https://bookhoarder.com/category,149,58,0,0
47573,SESS00193214,2023-12-14 13:55:11,https://bookhoarder.com/product/PROD00000701,THE BOOK HOARDER - PRODUCT,Product,PROD00000701,https://bookhoarder.com/category,163,61,0,0
47574,SESS00193214,2023-12-14 13:54:30,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout,,https://bookhoarder.com/product/PROD00000701,144,59,0,0
47575,SESS00193214,2023-12-14 13:54:07,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed  ,,https://bookhoarder.com/checkout,47,76,1,0
47576,SESS00014719,2021-09-20 21:52:53,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,124,75,0,1
47577,SESS00014719,2021-09-20 21:54:35,https://bookhoarder.com/product/PROD00001424,The Book Hoarder - Product,Product,PROD00001424,https://bookhoarder.com/category,312,85,0,0
47578,SESS00014719,2021-09-20 21:55:15,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00001424,255,69,0,0
47579,SESS00014719,2021-09-20 21:53:53,https://bookhoarder.com/home,The Book Hoarder - Home,Home  ,,https://bookhoarder.com/category,166,81,0,0
47580,SESS00014719,2021-09-20 21:54:09,https://bookhoarder.com/product/PROD00003693,The Book Hoarder - Product,  Product,PROD00003693,https://bookhoarder.com/home,322,85,0,0
47581,SESS00014719,2021-09-20 22:00:33,https://bookhoarder.com/product/PROD00001977,The Book Hoarder - Product,Product,PROD00001977,https://bookhoarder.com/product/PROD00003693,342,87,0,0
47582,SESS00014719,2021-09-20 21:55:53,https://bookhoarder.com/product/PROD00002248,The Book Hoarder - Product,Product,PROD00002248,https://bookhoarder.com/product/PROD00001977,435,96,0,0
47583,SESS00014719,2021-09-20 22:00:42,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,  https://bookhoarder.com/product/PROD00002248,58,80,0,0
47584,SESS00014719,2021-09-20 22:07:17,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout,,https://bookhoarder.com/cart,73,89,0,0
47585,SESS00014719,2021-09-20 22:02:47,https://bookhoarder.com/order-success,The Book Hoarder - Order Success,order success,,https://bookhoarder.com/checkout,64,82,1,0
47586,SESS00086293,2021-07-23 19:58:02,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,450,85,1,1
47587,SESS00036678,2023-04-18 13:36:59,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,9,38,0,1
47588,SESS00036678,2023-04-18 13:38:58,https://bookhoarder.com/product/PROD00003176,The Book Hoarder - Product,Product,PROD00003176,https://bookhoarder.com/home,48,68,0,0
47589,SESS00036678,2023-04-18 13:38:47,https://bookhoarder.com/product/PROD00001524,The Book Hoarder - Product,PRODUCT,PROD00001524,https://bookhoarder.com/product/PROD00003176,98,80,0,0
47590,SESS00036678,2023-04-18 13:37:38,https://bookhoarder.com/cart  ,The Book Hoarder - Cart,CART,,https://bookhoarder.com/product/PROD00001524,247,,0,0
47591,SESS00036678,2023-04-18 13:41:39,https://bookhoarder.com/cart,The Book Hoarder - Cart  ,Cart,,https://bookhoarder.com/cart,68,77,0,0
47592,SESS00036678,2023-04-18 13:46:54,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart  ,53,98,1,0
47593,SESS00044045,2022-07-17 08:08:05,  https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,297,73,0,1
47594,SESS00044045,2022-07-17 08:08:45,https://bookhoarder.com/product/PROD00000137,The Book Hoarder - Product,Product,PROD00000137,  https://bookhoarder.com/home,154,83,0,0
47595,SESS00044045,2022-07-17 08:09:27,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00000137,84,100,1,0
47596,SESS00158870,2023-03-30 15:49:44,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,24,45,0,1
47597,SESS00158870,2023-03-30 15:50:00,https://bookhoarder.com/product/PROD00004622,The Book Hoarder - Product,Product,PROD00004622,https://bookhoarder.com/home,88,91,0,0
47598,SESS00158870,2023-03-30 15:50:04,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/product/PROD00004622,23,67,0,0
47599,SESS00158870,2023-03-30 15:52:20,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/category,158,30,0,0
47600,SESS00158870,2023-03-30 15:53:12,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,  https://bookhoarder.com/category,50,84,0,0
47601,SESS00158870,2023-03-30 15:52:44,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,  https://bookhoarder.com/category,28,98,0,0
47602,SESS00158870,2023-03-30 15:59:26,  https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,205,76,0,0
47603,SESS00158870,2023-03-30 15:56:23,  https://bookhoarder.com/home,The Book Hoarder - Home  ,HOME,,https://bookhoarder.com/category  ,44,67,0,0
47604,SESS00158870,2023-03-30 15:56:48,https://bookhoarder.com/product/PROD00000254,The Book Hoarder - Product,Product,PROD00000254,https://bookhoarder.com/home,170,32,0,0
47605,SESS00158870,2023-03-30 16:06:50,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00000254,95,54,1,0
47606,SESS00085010,2021-01-16 04:51:31,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,369,82,0,1
47607,SESS00085010,2021-01-16 04:52:32,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/home,565,72,0,0
47608,SESS00085010,2021-01-16 04:52:11,https://bookhoarder.com/product/PROD00003828,the book hoarder - product  ,Product,PROD00003828,https://bookhoarder.com/cart,186,69,0,0
47609,SESS00085010,2021-01-16 04:56:16,https://bookhoarder.com/product/PROD00004503,the book hoarder - product,Product,PROD00004503,https://bookhoarder.com/product/PROD00003828,322,90,0,0
47610,SESS00085010,2021-01-16 04:52:59,https://bookhoarder.com/home,The Book Hoarder - Home  ,Home,,  https://bookhoarder.com/product/PROD00004503,157,76,0,0
47611,SESS00085010,2021-01-16 04:56:26,https://bookhoarder.com/product/PROD00002157,The Book Hoarder - Product,Product,PROD00002157,  https://bookhoarder.com/home,244,100,0,0
47612,SESS00085010,2021-01-16 05:00:13,https://bookhoarder.com/product/PROD00002434,The Book Hoarder - Product,  Product,PROD00002434,https://bookhoarder.com/product/PROD00002157,216,92,0,0
47613,SESS00085010,2021-01-16 04:59:55,https://bookhoarder.com/product/PROD00002465,The Book Hoarder - Product,Product,PROD00002465,https://bookhoarder.com/product/PROD00002434,112,97,0,0
47614,SESS00085010,2021-01-16 04:54:11,https://bookhoarder.com/product/PROD00004395,The Book Hoarder - Product,Product,PROD00004395,https://bookhoarder.com/product/PROD00002465,15,68,0,0
47615,SESS00085010,2021-01-16 04:54:49,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00004395,148,98,1,0
47616,SESS00120668,2023-02-26 07:20:47,https://bookhoarder.com/category,The Book Hoarder - Category  ,Category,,,190,52,0,1
47617,SESS00120668,2023-02-26 07:21:00,https://bookhoarder.com/home,The Book Hoarder - Home,  Home,,https://bookhoarder.com/category  ,163,61,0,0
47618,SESS00120668,2023-02-26 07:21:29,https://bookhoarder.com/product/PROD00004887,The Book Hoarder - Product,Product,PROD00004887,https://bookhoarder.com/home,58,47,0,0
47619,SESS00120668,2023-02-26 07:25:56,https://bookhoarder.com/product/PROD00004842,The Book Hoarder - Product,Product,PROD00004842,https://bookhoarder.com/product/PROD00004887,94,57,0,0
47620,SESS00120668,2023-02-26 07:25:31,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00004842,4,40,0,0
47621,SESS00120668,2023-02-26 07:27:47,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,44,76,0,0
47622,SESS00120668,2023-02-26 07:30:17,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,5,47,0,0
47623,SESS00120668,2023-02-26 07:24:24,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/cart,143,68,0,0
47624,SESS00120668,2023-02-26 07:31:35,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,155,34,1,0
47625,SESS00156742,2021-12-10 03:42:26,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,429,65,0,1
47626,SESS00156742,2021-12-10 03:43:00,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,199,88,0,0
47627,SESS00156742,2021-12-10 03:45:40,https://bookhoarder.com/product/PROD00004072,The Book Hoarder - Product,Product,PROD00004072,https://bookhoarder.com/category,67,70,0,0
47628,SESS00156742,2021-12-10 03:44:41,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed,,https://bookhoarder.com/product/PROD00004072,53,56,1,0
47629,SESS00194378,2021-10-28 03:38:18,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,199,100,0,1
47630,SESS00194378,2021-10-28 03:38:38,  https://bookhoarder.com/product/PROD00002957,The Book Hoarder - Product,Product,PROD00002957,https://bookhoarder.com/category,246,74,0,0
47631,SESS00194378,2021-10-28 03:41:46,https://bookhoarder.com/product/PROD00002103,The Book Hoarder - Product,Product,PROD00002103,https://bookhoarder.com/product/PROD00002957,418,85,0,0
47632,SESS00194378,2021-10-28 03:43:21,https://bookhoarder.com/product/PROD00001439,The Book Hoarder - Product,Product,PROD00001439,https://bookhoarder.com/product/PROD00002103,265,89,0,0
47633,SESS00194378,2021-10-28 03:45:18,  https://bookhoarder.com/product/PROD00004824,  The Book Hoarder - Product,Product,PROD00004824,  https://bookhoarder.com/product/PROD00001439,183,85,0,0
47634,SESS00194378,2021-10-28 03:42:48,https://bookhoarder.com/category,  The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00004824,367,92,0,0
47635,SESS00194378,2021-10-28 03:48:54,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,199,,0,0
47636,SESS00194378,2021-10-28 03:40:45,https://bookhoarder.com/product/PROD00000641,The Book Hoarder - Product,Product,PROD00000641,https://bookhoarder.com/home,435,96,0,0
47637,SESS00194378,2021-10-28 03:47:30,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,  https://bookhoarder.com/product/PROD00000641,426,90,0,0
47638,SESS00194378,2021-10-28 03:55:42,https://bookhoarder.com/payment-failed,The Book Hoarder - Payment Failed,Payment Failed,,https://bookhoarder.com/category,166,79,1,0
47639,SESS00000394,2021-08-04 18:57:32,https://bookhoarder.com/category,The Book Hoarder - Category,Category  ,,,423,81,0,1
47640,SESS00000394,2021-08-04 18:58:48,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,495,97,0,0
47641,SESS00000394,2021-08-04 18:59:02,https://bookhoarder.com/product/PROD00003335,The Book Hoarder - Product  ,Product,PROD00003335,https://bookhoarder.com/cart,157,93,0,0
47642,SESS00000394,2021-08-04 19:02:35,https://bookhoarder.com/product/PROD00002757,The Book Hoarder - Product,Product,PROD00002757,https://bookhoarder.com/product/PROD00003335,126,96,0,0
47643,SESS00000394,2021-08-04 19:03:00,https://bookhoarder.com/product/PROD00000132,The Book Hoarder - Product,Product,PROD00000132,https://bookhoarder.com/product/PROD00002757,429,100,0,0
47644,SESS00000394,2021-08-04 19:06:52,https://bookhoarder.com/product/PROD00003452,The Book Hoarder - Product,Product,PROD00003452,https://bookhoarder.com/product/PROD00000132,435,66,0,0
47645,SESS00000394,2021-08-04 19:07:08,https://bookhoarder.com/product/PROD00002952,The Book Hoarder - Product,Product,PROD00002952,https://bookhoarder.com/product/PROD00003452,124,94,0,0
47646,SESS00000394,2021-08-04 19:09:26,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/product/PROD00002952,154,71,0,0
47647,SESS00000394,2021-08-04 19:06:52,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout  ,,https://bookhoarder.com/home,87,88,0,0
47648,SESS00000394,2021-08-04 19:02:47,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/checkout,264,73,1,0
47649,SESS00011847,2024-02-20 07:22:23,https://bookhoarder.com/category,The Book Hoarder - Category,Category  ,,,181,85,0,1
47650,SESS00011847,2024-02-20 07:23:00,https://bookhoarder.com/category,  The Book Hoarder - Category,Category  ,,  https://bookhoarder.com/category,181,72,0,0
47651,SESS00011847,2024-02-20 07:22:47,https://bookhoarder.com/category,  The Book Hoarder - Category,Category,,https://bookhoarder.com/category,107,81,0,0
47652,SESS00011847,2024-02-20 07:25:35,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,184,36,0,0
47653,SESS00011847,2024-02-20 07:27:15,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,53,80,0,0
47654,SESS00011847,2024-02-20 07:29:33,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,80,34,0,0
47655,SESS00011847,2024-02-20 07:26:53,https://bookhoarder.com/checkout,The Book Hoarder - Checkout,Checkout,,https://bookhoarder.com/cart,12,57,0,0
47656,SESS00011847,2024-02-20 07:32:25,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/checkout,78,87,1,0
47657,SESS00113285,2024-09-26 23:01:01,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,41,68,0,1
47658,SESS00113285,2024-09-26 23:01:18,https://bookhoarder.com/category,  THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/category,61,36,0,0
47659,SESS00113285,2024-09-26 23:02:51,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/category,72,89,0,0
47660,SESS00113285,2024-09-26 23:04:19,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,128,89,0,0
47661,SESS00113285,2024-09-26 23:07:13,https://bookhoarder.com/product/PROD00000245,The Book Hoarder - Product,Product,PROD00000245,https://bookhoarder.com/category,149,72,0,0
47662,SESS00113285,2024-09-26 23:04:01,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,  https://bookhoarder.com/product/PROD00000245,11,77,0,0
47663,SESS00113285,2024-09-26 23:06:13,https://bookhoarder.com/product/PROD00004242,The Book Hoarder - Product,Product,PROD00004242,https://bookhoarder.com/cart  ,103,36,0,0
47664,SESS00113285,2024-09-26 23:04:03,https://bookhoarder.com/cart  ,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/product/PROD00004242,143,71,1,0
47665,SESS00010812,2024-01-31 01:56:11,https://bookhoarder.com/category,The Book Hoarder - Category,Category  ,,,185,80,0,1
47666,SESS00010812,2024-01-31 01:57:48,https://bookhoarder.com/product/PROD00003602,THE BOOK HOARDER - PRODUCT,Product,PROD00003602,https://bookhoarder.com/category,150,43,0,0
47667,SESS00010812,2024-01-31 01:59:21,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/product/PROD00003602,36,36,0,0
47668,SESS00010812,2024-01-31 01:56:50,https://bookhoarder.com/product/PROD00002210,The Book Hoarder - Product,PRODUCT,PROD00002210,https://bookhoarder.com/category,24,49,0,0
47669,SESS00010812,2024-01-31 01:57:27,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart  ,,https://bookhoarder.com/product/PROD00002210,7,62,0,0
47670,SESS00010812,2024-01-31 02:05:01,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,157,,0,0
47671,SESS00010812,2024-01-31 01:57:29,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart  ,,https://bookhoarder.com/cart,96,75,0,0
47672,SESS00010812,2024-01-31 02:01:26,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/cart,115,58,0,0
47673,SESS00010812,2024-01-31 02:02:27,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart  ,,https://bookhoarder.com/cart,205,68,0,0
47674,SESS00010812,2024-01-31 02:14:11,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/cart,86,32,1,0
47675,SESS00177296,2022-06-12 21:10:05,https://bookhoarder.com/home  ,The Book Hoarder - Home,HOME,,,117,65,1,1
47676,SESS00049382,2024-04-09 14:42:07,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,,67,71,0,1
47677,SESS00049382,2024-04-09 14:43:20,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,67,87,0,0
47678,SESS00049382,2024-04-09 14:45:29,https://bookhoarder.com/cart,The Book Hoarder - Cart,Cart,,https://bookhoarder.com/category,211,,0,0
47679,SESS00049382,2024-04-09 14:43:55,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/cart,135,94,0,0
47680,SESS00049382,2024-04-09 14:45:15,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,21,32,0,0
47681,SESS00049382,2024-04-09 14:46:52,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,71,36,0,0
47682,SESS00049382,2024-04-09 14:53:55,https://bookhoarder.com/category,The Book Hoarder - Category,  Category,,https://bookhoarder.com/category,83,74,0,0
47683,SESS00049382,2024-04-09 14:49:28,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/category,85,97,0,0
47684,SESS00049382,2024-04-09 14:47:59,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,https://bookhoarder.com/category,107,84,0,0
47685,SESS00049382,2024-04-09 14:54:52,https://bookhoarder.com/home,The Book Hoarder - Home,Home  ,,https://bookhoarder.com/home  ,175,70,1,0
47686,SESS00030519,2021-09-01 05:12:04,https://bookhoarder.com/home,The Book Hoarder - Home,Home,,,130,92,0,1
47687,SESS00030519,2021-09-01 05:13:48,https://bookhoarder.com/category,The Book Hoarder - Category,Category,,https://bookhoarder.com/home,396,64,0,0
47688,SESS00030519,2021-09-01 05:15:00,https://bookhoarder.com/product/PROD00001212,The Book Hoarder - Product,Product,PROD00001212,https://bookhoarder.com/category,282,99,0,0
47689,SESS00030519,2021-09-01 05:17:07,https://bookhoarder.com/category,THE BOOK HOARDER - CATEGORY,Category,,https://bookhoarder.com/product/PROD00001212,361,89,0,0
