line_key,order_id,product_id,line_number,quantity,unit_price,unit_cost,discount_amount,line_total
2510,ORD00000849,PROD00002622,1,7,29.62,11.85,3.0,186.34
2511,ORD00000849,PROD00004654,2,2,49.36,19.74,,
2512,ORD00000849,PROD00002606,3,3,44.02,17.61,,
2513,ORD00000849,PROD00002184,4,3,41.46,16.58,3.57,113.67
2514,ORD00000850,PROD00004784,1,4,27.04,10.82,3.35,94.75999999999999
2515,ORD00000850,PROD00001736,2,2,36.67,14.67,2.43,68.48
2516,ORD00000850,PROD00003978,3,2,40.69,16.28,5.77,69.84
2517,ORD00000851,PROD00003242,1,3,33.19,13.28,,
2518,ORD00000852,PROD00000951,1,5,16.46,6.58,2.42,70.2
2519,ORD00000852,PROD00000291,2,7,42.03,16.81,,
2520,ORD00000852,PROD00004278,3,4,36.26,14.5,4.82,125.75999999999999
2521,ORD00000853,PROD00003807,1,7,29.41,11.76,,
2522,ORD00000853,PROD00000729,2,2,47.89,19.16,,
2523,ORD00000853,PROD00002705,3,4,37.34,14.94,0.38,147.84
2524,ORD00000853,PROD00003193,4,6,39.8,15.92,,
2525,ORD00000853,PROD00001164,5,3,39.25,15.7,3.84,106.22999999999999
2526,ORD00000854,PROD00003108,1,1,24.6,9.84,2.16,22.44
2527,ORD00000854,PROD00004531,2,6,49.4,19.76,5.7,262.2
2528,ORD00000854,PROD00001505,3,2,36.35,14.54,1.62,69.46000000000001
2529,ORD00000855,PROD00002156,1,2,32.94,13.18,,
2530,ORD00000855,PROD00004284,2,10,45.48,18.19,1.9,435.79999999999995
2531,ORD00000855,PROD00003902,3,3,40.61,16.24,6.07,103.62
2532,ORD00000855,PROD00000617,4,4,19.59,7.84,0.1,77.96
2533,ORD00000856,PROD00001896,1,1,46.49,18.6,0.26,46.230000000000004
2534,ORD00000857,PROD00001029,1,7,19.77,7.91,2.29,122.36
2535,ORD00000857,PROD00002136,2,7,49.91,19.96,1.77,336.97999999999996
2536,ORD00000857,PROD00001987,3,5,11.08,4.43,1.57,47.55
2537,ORD00000858,PROD00000755,1,3,29.53,11.81,1.84,83.07000000000001
2538,ORD00000859,PROD00003630,1,2,43.45,17.38,5.44,76.02000000000001
2539,ORD00000859,PROD00003697,2,6,15.77,6.31,0.06,94.25999999999999
2540,ORD00000859,PROD00004535,3,5,23.58,9.43,1.59,109.94999999999999
2541,ORD00000860,PROD00002910,1,3,41.42,16.57,3.03,115.17
2542,ORD00000860,PROD00004205,2,2,27.37,10.95,1.09,52.56
2543,ORD00000860,PROD00002944,3,4,36.51,14.6,2.18,137.32
2544,ORD00000860,PROD00003372,4,1,39.8,15.92,,
2545,ORD00000861,PROD00000043,1,10,31.27,12.51,,
2546,ORD00000862,PROD00003778,1,4,42.42,16.97,5.79,146.52
2547,ORD00000862,PROD00004439,2,10,13.35,5.34,0.5,128.5
2548,ORD00000862,PROD00001263,3,8,16.26,6.5,,
2549,ORD00000862,PROD00000990,4,3,46.95,18.78,,
2550,ORD00000862,PROD00004530,5,10,23.97,9.59,2.66,213.1
2551,ORD00000863,PROD00004601,1,9,38.98,15.59,5.76,298.98
2552,ORD00000863,PROD00002395,2,5,14.3,5.72,0.3,70.0
2553,ORD00000863,PROD00004993,3,1,24.2,9.68,1.55,22.65
2554,ORD00000863,PROD00003272,4,8,38.45,15.38,4.8,269.20000000000005
2555,ORD00000864,PROD00004279,1,2,20.07,8.03,2.64,34.86
2556,ORD00000865,PROD00000393,1,9,28.46,11.38,3.91,220.95000000000002
2557,ORD00000865,PROD00001165,2,5,13.71,5.48,1.73,59.900000000000006
2558,ORD00000866,PROD00002583,1,7,42.8,17.12,2.3,283.5
2559,ORD00000866,PROD00001605,2,9,35.15,14.06,3.47,285.12
2560,ORD00000866,PROD00003589,3,5,42.4,16.96,,
2561,ORD00000866,PROD00003619,4,10,26.98,10.79,2.21,247.7
2562,ORD00000867,PROD00000988,1,3,14.49,5.8,,
2563,ORD00000868,PROD00004047,1,10,44.56,17.82,2.85,417.1
2564,ORD00000868,PROD00002996,2,2,17.03,6.81,2.19,29.680000000000003
2565,ORD00000869,PROD00003004,1,4,46.96,18.78,3.79,172.68
2566,ORD00000869,PROD00000426,2,1,35.34,14.14,4.42,30.92
2567,ORD00000869,PROD00002395,3,2,37.67,15.07,,
2568,ORD00000869,PROD00002984,4,2,38.95,15.58,,
2569,ORD00000869,PROD00003412,5,8,10.01,4.0,1.45,68.48
2570,ORD00000870,PROD00002357,1,8,16.46,6.58,,
2571,ORD00000870,PROD00003666,2,4,43.57,17.43,,
2572,ORD00000870,PROD00004289,3,8,46.1,18.44,,
2573,ORD00000870,PROD00003767,4,6,22.23,8.89,0.66,129.42000000000002
2574,ORD00000870,PROD00003937,5,9,12.51,5.0,0.96,103.95
2575,ORD00000871,PROD00003772,1,7,11.62,4.65,1.2,72.94
2576,ORD00000871,PROD00001465,2,7,22.42,8.97,3.12,135.1
2577,ORD00000871,PROD00003193,3,6,33.83,13.53,3.49,182.03999999999996
2578,ORD00000871,PROD00003077,4,4,12.94,5.18,1.86,44.32
2579,ORD00000872,PROD00003295,1,5,30.28,12.11,,
2580,ORD00000872,PROD00004904,2,8,15.35,6.14,2.01,106.72
2581,ORD00000873,PROD00004103,1,4,37.19,14.88,3.89,133.2
2582,ORD00000873,PROD00002136,2,1,33.5,13.4,1.56,31.94
2583,ORD00000873,PROD00000730,3,4,19.42,7.77,1.42,72.0
2584,ORD00000873,PROD00001644,4,1,14.52,5.81,,
2585,ORD00000874,PROD00002082,1,1,23.71,9.48,1.75,21.96
2586,ORD00000874,PROD00003510,2,10,42.14,16.86,,
2587,ORD00000874,PROD00004780,3,5,30.03,12.01,,
2588,ORD00000875,PROD00003025,1,2,10.14,4.06,0.35,19.580000000000002
2589,ORD00000875,PROD00002190,2,4,42.59,17.04,3.32,157.08
2590,ORD00000875,PROD00000352,3,7,43.43,17.37,2.45,286.85999999999996
2591,ORD00000876,PROD00002482,1,7,29.86,11.94,3.28,186.06
2592,ORD00000876,PROD00001978,2,9,32.43,12.97,3.68,258.75
2593,ORD00000876,PROD00002628,3,3,32.55,13.02,3.81,86.22
2594,ORD00000877,PROD00004846,1,6,34.56,13.82,4.94,177.72
2595,ORD00000877,PROD00000202,2,10,24.35,9.74,2.25,221.0
2596,ORD00000877,PROD00003618,3,4,16.34,6.54,0.45,63.56
2597,ORD00000877,PROD00004139,4,1,20.41,8.16,,
2598,ORD00000877,PROD00000849,5,2,12.55,5.02,0.55,24.0
2599,ORD00000878,PROD00001964,1,10,15.3,6.12,1.48,138.2
2600,ORD00000878,PROD00002336,2,8,15.3,6.12,0.28,120.16000000000001
2601,ORD00000879,PROD00002750,1,3,41.29,16.52,,
2602,ORD00000879,PROD00000790,2,1,19.96,7.98,1.57,18.39
2603,ORD00000880,PROD00004156,1,3,27.34,10.94,0.39,80.85
2604,ORD00000880,PROD00002040,2,8,12.21,4.88,0.5,93.68
2605,ORD00000881,PROD00000001,1,9,16.07,6.43,1.47,131.4
2606,ORD00000881,PROD00001428,2,10,42.11,16.84,1.42,406.9
2607,ORD00000881,PROD00003201,3,8,39.73,15.89,,
2608,ORD00000881,PROD00004822,4,8,34.68,13.87,,
2609,ORD00000882,PROD00003592,1,8,21.87,8.75,1.77,160.8
2610,ORD00000882,PROD00000684,2,10,22.96,9.18,1.31,216.50000000000003
2611,ORD00000882,PROD00004191,3,2,16.95,6.78,,
2612,ORD00000882,PROD00001662,4,7,30.21,12.08,3.78,185.01
2613,ORD00000883,PROD00002732,1,6,47.18,18.87,,
2614,ORD00000883,PROD00004542,2,10,21.32,8.53,2.03,192.89999999999998
2615,ORD00000883,PROD00003942,3,8,31.41,12.56,4.42,215.92000000000002
2616,ORD00000884,PROD00004249,1,8,30.56,12.22,4.02,212.32
2617,ORD00000884,PROD00001611,2,10,25.45,10.18,2.21,232.39999999999998
2618,ORD00000884,PROD00002063,3,7,35.02,14.01,,
2619,ORD00000884,PROD00002270,4,4,49.79,19.92,,
2620,ORD00000885,PROD00003625,1,3,21.91,8.76,1.44,61.41
2621,ORD00000885,PROD00000673,2,9,44.39,17.76,0.87,391.68
2622,ORD00000885,PROD00003096,3,7,17.11,6.84,2.29,103.74000000000001
2623,ORD00000886,PROD00004986,1,10,22.53,9.01,1.83,207.00000000000003
2624,ORD00000887,PROD00000484,1,9,23.76,9.5,0.0,213.84
2625,ORD00000887,PROD00000652,2,7,43.84,17.54,0.82,301.14000000000004
2626,ORD00000887,PROD00002061,3,1,12.97,5.19,0.86,12.110000000000001
2627,ORD00000887,PROD00002022,4,8,36.14,14.46,4.64,252.0
2628,ORD00000887,PROD00003742,5,6,43.44,17.38,4.64,232.79999999999998
2629,ORD00000888,PROD00000248,1,4,30.27,12.11,4.15,104.47999999999999
2630,ORD00000888,PROD00004647,2,2,31.29,12.52,4.0,54.58
2631,ORD00000888,PROD00004854,3,7,21.69,8.68,,
2632,ORD00000888,PROD00003695,4,9,41.57,16.63,,
2633,ORD00000888,PROD00002543,5,8,32.12,12.85,4.81,218.48
2634,ORD00000889,PROD00002346,1,4,16.13,6.45,,
2635,ORD00000889,PROD00002684,2,9,45.45,18.18,,
2636,ORD00000890,PROD00003840,1,6,17.79,7.12,0.96,100.97999999999999
2637,ORD00000890,PROD00001906,2,4,26.71,10.68,,
2638,ORD00000890,PROD00004821,3,6,22.42,8.97,0.99,128.58
2639,ORD00000891,PROD00000998,1,4,27.26,10.9,,
2640,ORD00000892,PROD00001452,1,7,40.82,16.33,4.2,256.34
2641,ORD00000892,PROD00001520,2,2,19.62,7.85,1.1,37.04
2642,ORD00000893,PROD00002770,1,10,39.21,15.68,,
2643,ORD00000893,PROD00002690,2,3,26.26,10.5,,
2644,ORD00000894,PROD00001353,1,6,42.27,16.91,5.57,220.20000000000002
2645,ORD00000895,PROD00001242,1,7,41.71,16.68,0.41,289.1
2646,ORD00000896,PROD00001851,1,10,38.52,15.41,1.89,366.3
2647,ORD00000896,PROD00004490,2,7,28.9,11.56,0.36,199.78
2648,ORD00000896,PROD00003070,3,2,15.26,6.1,1.1,28.32
2649,ORD00000896,PROD00000879,4,8,42.98,17.19,,
2650,ORD00000896,PROD00002512,5,4,26.23,10.49,1.26,99.88
2651,ORD00000897,PROD00002285,1,10,30.01,12.0,2.29,277.20000000000005
2652,ORD00000897,PROD00001947,2,8,11.46,4.58,,
2653,ORD00000898,PROD00004945,1,8,49.24,19.7,4.66,356.64
2654,ORD00000899,PROD00000562,1,6,10.92,4.37,1.57,56.099999999999994
2655,ORD00000899,PROD00003433,2,8,34.12,13.65,2.83,250.32
2656,ORD00000900,PROD00002979,1,9,29.67,11.87,1.01,257.94
2657,ORD00000901,PROD00004719,1,2,20.71,8.28,,
2658,ORD00000902,PROD00003350,1,2,33.45,13.38,0.68,65.54
2659,ORD00000902,PROD00001694,2,10,49.79,19.92,1.43,483.6
2660,ORD00000903,PROD00000851,1,7,30.33,12.13,0.81,206.64
2661,ORD00000903,PROD00000621,2,4,42.22,16.89,3.88,153.35999999999999
2662,ORD00000903,PROD00004721,3,4,19.95,7.98,,
2663,ORD00000903,PROD00004819,4,2,24.56,9.82,,
2664,ORD00000904,PROD00002328,1,9,28.94,11.58,2.89,234.45000000000002
2665,ORD00000904,PROD00004292,2,8,48.49,19.4,1.42,376.56
2666,ORD00000904,PROD00002719,3,1,33.07,13.23,4.44,28.63
2667,ORD00000904,PROD00001447,4,7,37.69,15.08,1.86,250.81
2668,ORD00000905,PROD00000654,1,3,14.11,5.64,0.68,40.29
2669,ORD00000905,PROD00003736,2,5,14.56,5.82,1.28,66.4
2670,ORD00000905,PROD00000515,3,3,30.32,12.13,,
2671,ORD00000905,PROD00004269,4,1,19.21,7.68,,
2672,ORD00000905,PROD00004232,5,1,46.15,18.46,6.59,39.56
2673,ORD00000906,PROD00004027,1,4,46.57,18.63,4.35,168.88
2674,ORD00000906,PROD00001234,2,4,18.2,7.28,0.64,70.24
2675,ORD00000906,PROD00001771,3,6,44.66,17.86,5.07,237.53999999999996
2676,ORD00000906,PROD00000367,4,3,39.42,15.77,1.76,112.98000000000002
2677,ORD00000907,PROD00003433,1,10,37.71,15.08,0.15,375.6
2678,ORD00000907,PROD00002503,2,7,26.19,10.48,3.13,161.42000000000002
2679,ORD00000907,PROD00000241,3,9,16.9,6.76,0.0,152.1
2680,ORD00000908,PROD00001635,1,5,23.92,9.57,0.16,118.80000000000001
2681,ORD00000909,PROD00002218,1,3,23.21,9.28,1.55,64.98
2682,ORD00000909,PROD00003418,2,6,27.73,11.09,0.46,163.62
2683,ORD00000909,PROD00000536,3,10,35.19,14.08,,
2684,ORD00000909,PROD00003018,4,6,13.24,5.3,,
2685,ORD00000909,PROD00003097,5,6,35.55,14.22,2.95,195.59999999999997
2686,ORD00000910,PROD00001097,1,1,46.51,18.6,4.76,41.75
2687,ORD00000911,PROD00002519,1,9,30.97,12.39,0.93,270.36
2688,ORD00000911,PROD00000961,2,8,20.14,8.06,0.3,158.72
2689,ORD00000911,PROD00003252,3,6,22.73,9.09,0.78,131.7
2690,ORD00000911,PROD00001171,4,5,33.82,13.53,2.88,154.70000000000002
2691,ORD00000912,PROD00000973,1,9,39.31,15.72,1.45,340.74
2692,ORD00000913,PROD00001435,1,9,44.61,17.84,6.55,342.54
2693,ORD00000913,PROD00004851,2,1,47.79,19.12,6.45,41.339999999999996
2694,ORD00000913,PROD00003423,3,3,25.72,10.29,2.14,70.74
2695,ORD00000913,PROD00003192,4,8,47.84,19.14,4.0,350.72
2696,ORD00000913,PROD00004369,5,2,14.91,5.96,,
2697,ORD00000914,PROD00001427,1,7,41.47,16.59,,
2698,ORD00000915,PROD00000593,1,9,35.33,14.13,,
2699,ORD00000915,PROD00000844,2,3,39.0,15.6,4.66,103.02000000000001
2700,ORD00000915,PROD00004160,3,8,36.06,14.42,,
2701,ORD00000915,PROD00003989,4,1,44.11,17.64,0.43,43.68
2702,ORD00000916,PROD00000576,1,4,38.2,15.28,,
2703,ORD00000917,PROD00001618,1,3,36.32,14.53,,
2704,ORD00000917,PROD00002823,2,6,14.51,5.8,1.3,79.25999999999999
2705,ORD00000917,PROD00002368,3,1,25.5,10.2,,
2706,ORD00000917,PROD00004639,4,10,41.55,16.62,4.24,373.09999999999997
2707,ORD00000917,PROD00002655,5,5,40.89,16.36,,
2708,ORD00000918,PROD00004533,1,8,27.29,10.92,,
2709,ORD00000919,PROD00000237,1,4,41.68,16.67,0.23,165.8
2710,ORD00000919,PROD00001771,2,4,47.7,19.08,1.32,185.52
2711,ORD00000919,PROD00000218,3,5,34.68,13.87,,
2712,ORD00000920,PROD00001905,1,8,22.11,8.84,2.55,156.48
2713,ORD00000920,PROD00001367,2,9,31.09,12.44,0.2,278.01
2714,ORD00000921,PROD00000806,1,8,45.25,18.1,0.4,358.8
2715,ORD00000922,PROD00004699,1,2,32.36,12.94,2.82,59.08
2716,ORD00000922,PROD00003084,2,9,27.63,11.05,,
2717,ORD00000922,PROD00003694,3,5,20.4,8.16,0.22,100.9
2718,ORD00000923,PROD00004014,1,9,40.02,16.01,3.51,328.59000000000003
2719,ORD00000923,PROD00004418,2,4,48.84,19.54,4.48,177.44
2720,ORD00000923,PROD00003086,3,3,33.35,13.34,,
2721,ORD00000923,PROD00004419,4,4,37.71,15.08,,
2722,ORD00000923,PROD00001270,5,5,41.14,16.46,4.3,184.20000000000002
2723,ORD00000924,PROD00004876,1,9,11.34,4.54,0.66,96.12
2724,ORD00000924,PROD00002495,2,2,38.29,15.32,0.38,75.82
2725,ORD00000924,PROD00002048,3,9,16.48,6.59,,
2726,ORD00000924,PROD00002809,4,8,36.11,14.44,,
2727,ORD00000924,PROD00004166,5,8,19.87,7.95,2.04,142.64000000000001
2728,ORD00000925,PROD00003269,1,1,30.83,12.33,3.8,27.029999999999998
2729,ORD00000925,PROD00002570,2,6,34.88,13.95,5.01,179.22000000000003
2730,ORD00000925,PROD00003399,3,8,21.7,8.68,0.33,170.96
2731,ORD00000925,PROD00000921,4,3,23.37,9.35,2.55,62.46
2732,ORD00000926,PROD00001564,1,7,26.11,10.44,0.47,179.48000000000002
2733,ORD00000927,PROD00004363,1,5,17.73,7.09,,
2734,ORD00000927,PROD00002859,2,4,40.05,16.02,4.09,143.83999999999997
2735,ORD00000927,PROD00001349,3,9,13.01,5.2,0.65,111.24
2736,ORD00000927,PROD00000741,4,9,11.02,4.41,1.04,89.82000000000001
2737,ORD00000928,PROD00000670,1,4,28.76,11.5,,
2738,ORD00000928,PROD00004824,2,10,35.17,14.07,4.8,303.7
2739,ORD00000928,PROD00001805,3,8,32.81,13.12,1.4,251.28000000000003
2740,ORD00000929,PROD00002206,1,8,20.51,8.2,2.6,143.28
2741,ORD00000929,PROD00001803,2,2,46.28,18.51,,
2742,ORD00000930,PROD00002427,1,8,20.33,8.13,,
2743,ORD00000931,PROD00004784,1,9,17.23,6.89,0.13,153.9
2744,ORD00000932,PROD00004646,1,2,45.18,18.07,2.58,85.2
2745,ORD00000933,PROD00000904,1,4,43.17,17.27,,
2746,ORD00000934,PROD00000230,1,7,40.5,16.2,,
2747,ORD00000934,PROD00004967,2,2,35.8,14.32,0.75,70.1
2748,ORD00000935,PROD00003962,1,5,13.48,5.39,,
2749,ORD00000935,PROD00003367,2,10,48.72,19.49,4.52,442.0
2750,ORD00000936,PROD00001019,1,6,41.48,16.59,,
2751,ORD00000936,PROD00000626,2,8,34.5,13.8,0.12,275.04
2752,ORD00000937,PROD00000428,1,3,16.13,6.45,1.28,44.55
2753,ORD00000938,PROD00003152,1,3,23.65,9.46,2.07,64.74
2754,ORD00000938,PROD00002041,2,5,10.4,4.16,,
2755,ORD00000939,PROD00003737,1,2,47.88,19.15,,
2756,ORD00000939,PROD00004799,2,10,23.63,9.45,,
2757,ORD00000939,PROD00000352,3,10,24.54,9.82,,
2758,ORD00000939,PROD00003017,4,4,10.54,4.22,1.55,35.959999999999994
2759,ORD00000939,PROD00000369,5,3,11.29,4.52,0.43,32.58
2760,ORD00000940,PROD00001828,1,4,25.92,10.37,1.24,98.72000000000001
2761,ORD00000940,PROD00001856,2,9,21.52,8.61,1.8,177.48
2762,ORD00000940,PROD00000070,3,1,24.95,9.98,2.08,22.869999999999997
2763,ORD00000940,PROD00000599,4,9,12.0,4.8,0.41,104.31
2764,ORD00000940,PROD00002458,5,2,48.2,19.28,6.11,84.18
2765,ORD00000941,PROD00004834,1,9,30.85,12.34,,
2766,ORD00000941,PROD00001807,2,1,14.48,5.79,0.12,14.360000000000001
2767,ORD00000941,PROD00003218,3,1,31.09,12.44,3.86,27.23
2768,ORD00000941,PROD00000761,4,4,20.84,8.34,0.97,79.48
2769,ORD00000941,PROD00002084,5,4,31.57,12.63,3.55,112.08
2770,ORD00000942,PROD00003377,1,4,29.82,11.93,0.11,118.84
2771,ORD00000942,PROD00003287,2,7,24.05,9.62,,
2772,ORD00000942,PROD00004665,3,8,21.86,8.74,2.38,155.84
2773,ORD00000942,PROD00004851,4,9,48.66,19.46,2.76,413.09999999999997
2774,ORD00000943,PROD00002675,1,9,24.26,9.7,,
2775,ORD00000944,PROD00000195,1,3,41.91,16.76,,
2776,ORD00000944,PROD00004092,2,1,39.78,15.91,1.82,37.96
2777,ORD00000944,PROD00001891,3,6,35.23,14.09,3.3,191.57999999999998
2778,ORD00000944,PROD00003892,4,4,29.66,11.86,1.01,114.6
2779,ORD00000944,PROD00001208,5,4,30.36,12.14,0.17,120.75999999999999
2780,ORD00000945,PROD00001242,1,9,22.68,9.07,0.22,202.14000000000001
2781,ORD00000946,PROD00003381,1,10,15.83,6.33,1.53,143.0
2782,ORD00000946,PROD00003268,2,5,21.93,8.77,1.37,102.8
2783,ORD00000946,PROD00003364,3,9,41.36,16.54,0.01,372.15000000000003
2784,ORD00000946,PROD00000771,4,3,32.48,12.99,4.5,83.94
2785,ORD00000946,PROD00003936,5,9,42.51,17.0,3.43,351.71999999999997
2786,ORD00000947,PROD00001349,1,1,39.25,15.7,0.81,38.44
2787,ORD00000947,PROD00003814,2,10,21.79,8.72,0.39,214.0
2788,ORD00000948,PROD00000373,1,9,44.44,17.78,,
2789,ORD00000948,PROD00003844,2,4,49.15,19.66,6.91,168.95999999999998
2790,ORD00000948,PROD00002509,3,7,22.27,8.91,,
2791,ORD00000949,PROD00001146,1,1,36.59,14.64,3.17,33.42
2792,ORD00000950,PROD00003119,1,7,45.94,18.38,5.6,282.38
2793,ORD00000951,PROD00004110,1,1,28.39,11.36,,
2794,ORD00000952,PROD00003578,1,9,28.3,11.32,3.27,225.27
2795,ORD00000952,PROD00002385,2,5,31.31,12.52,0.03,156.39999999999998
2796,ORD00000952,PROD00002087,3,8,32.0,12.8,3.92,224.64
2797,ORD00000952,PROD00000414,4,8,16.36,6.54,2.0,114.88
2798,ORD00000952,PROD00002398,5,9,17.0,6.8,0.66,147.06
2799,ORD00000953,PROD00000284,1,4,21.08,8.43,,
2800,ORD00000953,PROD00000486,2,5,14.88,5.95,0.49,71.95
2801,ORD00000953,PROD00001922,3,9,21.72,8.69,,
2802,ORD00000954,PROD00003769,1,10,46.05,18.42,6.22,398.29999999999995
2803,ORD00000954,PROD00000881,2,10,32.63,13.05,4.21,284.20000000000005
2804,ORD00000954,PROD00001433,3,3,38.45,15.38,3.24,105.63
2805,ORD00000954,PROD00000704,4,5,32.85,13.14,0.64,161.05
2806,ORD00000954,PROD00002990,5,8,20.61,8.24,,
2807,ORD00000955,PROD00002020,1,2,46.88,18.75,4.07,85.62
2808,ORD00000955,PROD00001174,2,8,30.97,12.39,4.26,213.68
2809,ORD00000955,PROD00002464,3,2,39.92,15.97,,
2810,ORD00000956,PROD00000806,1,7,13.13,5.25,0.21,90.44
2811,ORD00000956,PROD00002624,2,3,19.36,7.74,0.68,56.04
2812,ORD00000956,PROD00004876,3,2,48.7,19.48,6.66,84.08000000000001
2813,ORD00000956,PROD00000546,4,8,29.47,11.79,2.61,214.88
2814,ORD00000956,PROD00000115,5,5,30.71,12.28,,
2815,ORD00000957,PROD00003125,1,3,29.1,11.64,,
2816,ORD00000957,PROD00000704,2,6,13.78,5.51,0.17,81.66
2817,ORD00000957,PROD00001293,3,1,45.48,18.19,,
2818,ORD00000958,PROD00001200,1,2,21.1,8.44,3.12,35.96
2819,ORD00000958,PROD00003135,2,1,18.05,7.22,2.42,15.63
2820,ORD00000958,PROD00000399,3,7,32.22,12.89,,
2821,ORD00000959,PROD00000111,1,7,30.0,12.0,0.69,205.17
2822,ORD00000959,PROD00002058,2,8,49.39,19.76,,
2823,ORD00000960,PROD00001451,1,8,17.23,6.89,1.26,127.76
2824,ORD00000960,PROD00001806,2,8,19.91,7.96,,
2825,ORD00000960,PROD00000005,3,1,44.02,17.61,3.57,40.45
2826,ORD00000961,PROD00003429,1,5,38.04,15.22,4.81,166.14999999999998
2827,ORD00000961,PROD00003211,2,3,41.46,16.58,0.77,122.07
2828,ORD00000961,PROD00000211,3,1,28.52,11.41,,
2829,ORD00000961,PROD00004491,4,3,20.21,8.08,2.91,51.900000000000006
2830,ORD00000962,PROD00002679,1,10,21.92,8.77,0.74,211.80000000000004
2831,ORD00000962,PROD00004352,2,9,22.26,8.9,,
2832,ORD00000962,PROD00004736,3,7,29.37,11.75,3.12,183.75
2833,ORD00000963,PROD00000839,1,9,32.4,12.96,,
2834,ORD00000963,PROD00002531,2,9,30.59,12.24,3.51,243.71999999999997
2835,ORD00000963,PROD00002666,3,7,44.72,17.89,,
2836,ORD00000964,PROD00001426,1,1,49.52,19.81,1.68,47.84
2837,ORD00000965,PROD00002678,1,1,45.38,18.15,2.61,42.77
2838,ORD00000965,PROD00002434,2,10,42.24,16.9,2.06,401.8
2839,ORD00000966,PROD00004662,1,6,14.51,5.8,,
2840,ORD00000966,PROD00003494,2,10,22.25,8.9,1.03,212.2
2841,ORD00000967,PROD00001253,1,4,48.85,19.54,,
2842,ORD00000967,PROD00002662,2,10,20.59,8.24,2.84,177.5
2843,ORD00000967,PROD00004264,3,5,21.32,8.53,,
2844,ORD00000967,PROD00003184,4,4,36.29,14.52,3.01,133.12
2845,ORD00000968,PROD00004121,1,8,30.09,12.04,0.28,238.48
2846,ORD00000968,PROD00001011,2,1,34.77,13.91,5.14,29.630000000000003
2847,ORD00000968,PROD00004827,3,3,47.7,19.08,4.13,130.71
2848,ORD00000968,PROD00000056,4,1,23.27,9.31,3.46,19.81
2849,ORD00000969,PROD00004684,1,7,11.15,4.46,1.24,69.37
2850,ORD00000969,PROD00000596,2,3,21.19,8.48,1.02,60.510000000000005
2851,ORD00000969,PROD00000236,3,10,39.18,15.67,,
2852,ORD00000969,PROD00004276,4,1,27.7,11.08,0.08,27.62
2853,ORD00000969,PROD00004094,5,4,14.69,5.88,1.37,53.28
2854,ORD00000970,PROD00002848,1,1,33.81,13.52,0.82,32.99
2855,ORD00000970,PROD00004742,2,5,45.43,18.17,4.05,206.9
2856,ORD00000970,PROD00001984,3,5,19.21,7.68,,
2857,ORD00000970,PROD00001401,4,6,32.6,13.04,3.47,174.78000000000003
2858,ORD00000970,PROD00003023,5,4,27.86,11.14,1.81,104.2
2859,ORD00000971,PROD00001309,1,2,47.51,19.0,1.68,91.66
2860,ORD00000972,PROD00003117,1,3,10.29,4.12,0.88,28.229999999999997
2861,ORD00000972,PROD00000648,2,6,44.24,17.7,,
2862,ORD00000972,PROD00004183,3,8,37.78,15.11,,
2863,ORD00000972,PROD00001906,4,7,41.69,16.68,,
2864,ORD00000973,PROD00002795,1,9,16.57,6.63,,
2865,ORD00000973,PROD00003534,2,9,10.69,4.28,1.08,86.49
2866,ORD00000973,PROD00000591,3,5,46.94,18.78,0.3,233.2
2867,ORD00000973,PROD00003339,4,10,43.95,17.58,4.5,394.5
2868,ORD00000974,PROD00003750,1,6,48.67,19.47,0.9,286.62
2869,ORD00000974,PROD00003596,2,10,26.97,10.79,,
2870,ORD00000974,PROD00001167,3,9,24.98,9.99,1.79,208.71
2871,ORD00000974,PROD00003904,4,7,39.42,15.77,1.82,263.2
2872,ORD00000974,PROD00004500,5,10,44.51,17.8,2.27,422.4
2873,ORD00000975,PROD00004883,1,2,27.01,10.8,,
2874,ORD00000975,PROD00000476,2,1,29.57,11.83,0.09,29.48
2875,ORD00000975,PROD00001709,3,1,48.68,19.47,0.34,48.339999999999996
2876,ORD00000975,PROD00003726,4,7,21.98,8.79,2.53,136.15
2877,ORD00000976,PROD00004878,1,2,38.09,15.24,1.59,73.0
2878,ORD00000976,PROD00003763,2,3,22.31,8.92,0.83,64.44
2879,ORD00000977,PROD00000754,1,8,20.3,8.12,0.93,154.96
2880,ORD00000977,PROD00003393,2,9,24.44,9.78,3.64,187.20000000000002
2881,ORD00000977,PROD00002101,3,10,41.7,16.68,2.79,389.1
2882,ORD00000978,PROD00001599,1,4,26.4,10.56,1.91,97.96
2883,ORD00000978,PROD00004366,2,8,43.15,17.26,2.7,323.59999999999997
2884,ORD00000979,PROD00004504,1,3,11.23,4.49,,
2885,ORD00000980,PROD00004101,1,2,17.6,7.04,,
2886,ORD00000980,PROD00003667,2,6,35.67,14.27,,
2887,ORD00000980,PROD00004277,3,1,23.8,9.52,,
2888,ORD00000980,PROD00004121,4,7,40.85,16.34,3.13,264.03999999999996
2889,ORD00000981,PROD00001513,1,1,25.58,10.23,,
2890,ORD00000981,PROD00003496,2,1,42.36,16.94,1.26,41.1
2891,ORD00000982,PROD00000455,1,9,34.78,13.91,,
2892,ORD00000983,PROD00004613,1,8,25.55,10.22,,
2893,ORD00000983,PROD00000601,2,3,48.23,19.29,,
2894,ORD00000984,PROD00004521,1,5,25.74,10.3,3.09,113.25
2895,ORD00000984,PROD00004955,2,1,24.73,9.89,0.7,24.03
2896,ORD00000985,PROD00000531,1,2,30.29,12.12,1.0,58.58
