spend_key,campaign_id,channel_id,spend_date,amount_spent,spend_category,notes
6014,CAMP00000061,CH00000011,2024-07-07,225.22,Media,
6015,CAMP00000061,CH00000003,2024-07-07,262.92,Media,
6016,CAMP00000061,CH00000012,2024-07-08,207.24,Platform,
6017,CAMP00000061,CH00000004,2024-07-09,169.03,Platform,
6018,CAMP00000061,CH00000013,2024-07-09,194.81,Media,
6019,CAMP00000061,CH00000008,2024-07-09,251.17,Agency,
6020,CAMP00000061,CH00000014,2024-07-10,203.73,Media,
6021,CAMP00000061,CH  00000003,2024-07-11,258.12,Creative,
6022,CAMP00000061,CH00000001,2024-07-11,170.32,Creative,
6023,CAMP00000061,CH00000008,2024-07-12,194.43,Agency,
6024,CAMP00000061,CH00000007,2024-07-13,188.08,Agency,
6025,CAMP00000061,CH00000002,2024-07-14,206.58,Creative,
6026,CAMP00000061,CH00000012,2024-07-14,233.78,Agency,
6027,CAMP00000061,CH00000006,2024-07-15,234.62,Platform,
6028,CAMP00000061,CH  00000004,2024-07-16,167.35,,
6029,CAMP00000061,CH00000003,2024-07-17,243.95,Platform,
6030,CAMP00000061,CH00000003,2024-07-18,213.39,Creative,
6031,CAMP00000061,CH00000015,2024-07-18,263.55,Platform,
6032,CAMP00000061,ch00000013,2024-07-18,209.78,Platform,
6033,CAMP00000061,CH00000013,2024-07-19,244.15,Agency,
6034,CAMP00000061,CH00000001,2024-07-20,155.24,Media,
6035,CAMP00000061,CH00000003,2024-07-20,209.28,Agency,
6036,CAMP00000061,CH00000015,2024-07-20,259.66,Media,
6037,CAMP00000061,CH00000003,2024-07-21,252.1,Agency,
6038,CAMP00000061,CH00000010,2024-07-21,270.62,Creative,
6039,CAMP00000061,CH00000001,2024-07-21,174.02,Media,
6040,CAMP00000061,CH00000003,2024-07-22,165.07,Agency,
6041,CAMP00000061,CH00000013,2024-07-22,199.23,Agency,
6042,CAMP00000061,CH  00000004,2024-07-22,227.81,Platform,
6043,CAMP00000061,CH00000011,2024-07-23,239.21,Media,
6044,CAMP00000061,CH00000008,2024-07-23,251.35,Platform,
6045,CAMP00000061,CH00000004,2024-07-23,250.88,Media,
6046,CAMP00000061,CH00000004,2024-07-24,225.23,Creative,
6047,CAMP00000061,CH00000006,2024-07-24,202.24,Media,
6048,CAMP00000061,CH00000007,2024-07-25,151.56,Agency,
6049,CAMP00000061,CH00000006,2024-07-25,207.81,Media,
6050,camp00000061,CH00000009,2024-07-26,238.96,Media,
6051,CAMP00000061,CH00000002,2024-07-26,218.78,Agency,
6052,CAMP00000061,CH00000003,2024-07-26,241.37,Platform,
6053,CAMP00000061,CH00000001,2024-07-27,153.88,Platform,
6054,CAMP00000061,ch00000011,2024-07-27,264.57,Agency,
6055,CAMP00000061,CH00000005,2024-07-27,257.53,Media,
6056,CAMP00000061,CH00000001,2024-07-28,204.23,Media,
6057,CAMP00000061,ch00000009,2024-07-28,245.34,Creative,
6058,CAMP00000061,CH00000013,2024-07-29,188.5,Creative,
6059,CAMP00000061,CH00000009,2024-07-29,241.01,Media,
6060,CAMP00000061,CH00000001,2024-07-30,272.43,Agency,
6061,CAMP00000061,CH  00000014,2024-07-30,148.28,Agency,
6062,CAMP00000061,CH00000003,2024-07-30,221.04,Creative,
6063,CAMP00000062,CH00000015,2023-06-13,172.42,Media,
6064,CAMP00000062,ch00000004,2023-06-14,186.2,Creative,
6065,CAMP00000062,CH00000011,2023-06-14,151.56,Media,
6066,CAMP  00000062,CH00000004,2023-06-15,189.6,Creative,
6067,CAMP00000062,CH  00000001,2023-06-15,200.29,Platform,
6068,CAMP00000062,CH00000002,2023-06-15,163.15,Creative,
6069,CAMP00000062,CH00000010,2023-06-16,183.06,Agency,
6070,CAMP00000062,CH00000002,2023-06-16,155.92,Creative,
6071,CAMP00000062,CH00000002,2023-06-16,170.03,Media,
6072,CAMP00000062,CH00000012,2023-06-17,151.7,Media,
6073,CAMP00000062,CH00000013,2023-06-17,150.25,Media,
6074,CAMP00000062,CH00000015,2023-06-18,138.73,Creative,
6075,CAMP00000062,CH00000013,2023-06-18,197.52,Platform,
6076,CAMP00000062,CH00000006,2023-06-19,210.29,Platform,
6077,CAMP00000062,CH00000004,2023-06-19,177.13,Media,
6078,CAMP00000062,CH00000015,2023-06-20,211.17,Platform,
6079,CAMP00000062,CH00000009,2023-06-20,153.2,Media,
6080,CAMP00000062,CH00000004,2023-06-20,227.72,Media,
6081,CAMP00000062,CH00000009,2023-06-21,192.74,Platform,
6082,CAMP00000062,CH00000010,2023-06-21,129.14,Media,
6083,CAMP00000062,CH00000007,2023-06-21,164.63,Platform,
6084,CAMP00000062,CH00000014,2023-06-22,215.39,,
6085,CAMP00000062,CH00000005,2023-06-23,152.44,Creative,
6086,CAMP  00000062,CH00000014,2023-06-23,156.03,Agency,
6087,CAMP00000062,CH00000007,2023-06-23,183.28,Platform,
6088,CAMP00000062,CH00000009,2023-06-24,132.72,Creative,
6089,CAMP00000062,CH00000014,2023-06-24,196.85,Agency,
6090,CAMP00000062,CH00000005,2023-06-25,162.3,Media,
6091,CAMP00000062,CH00000006,2023-06-25,212.04,Agency,
6092,CAMP00000062,CH00000014,2023-06-26,126.68,Agency,
6093,CAMP00000062,CH00000006,2023-06-27,223.09,Agency,
6094,CAMP00000062,CH00000003,2023-06-27,192.82,Media,
6095,CAMP00000062,CH00000005,2023-06-28,224.01,,
6096,CAMP00000062,CH00000003,2023-06-28,159.85,Platform,
6097,CAMP00000062,CH00000003,2023-06-29,199.29,Creative,
6098,CAMP00000062,CH00000009,2023-06-29,170.04,Agency,
6099,CAMP00000062,CH00000001,2023-06-29,217.63,Media,
6100,CAMP00000062,CH00000009,2023-06-30,211.72,Platform,
6101,CAMP00000062,CH00000001,2023-06-30,221.11,Platform,
6102,CAMP00000062,CH  00000003,2023-06-30,182.27,Media,
6103,CAMP00000062,CH00000008,2023-07-01,200.2,Platform,
6104,CAMP00000062,CH00000001,2023-07-01,144.44,Agency,
6105,CAMP00000062,CH00000003,2023-07-02,206.91,Platform,
6106,CAMP00000062,CH00000008,2023-07-02,166.17,Platform,
6107,CAMP00000062,CH00000015,2023-07-03,217.49,Agency,
6108,CAMP00000062,CH00000004,2023-07-03,206.28,Media,
6109,CAMP00000062,CH00000001,2023-07-04,147.79,Media,
6110,CAMP00000062,CH00000005,2023-07-04,167.34,Agency,
6111,CAMP00000062,CH00000007,2023-07-04,209.49,Platform,
6112,CAMP00000062,CH  00000010,2023-07-05,218.05,Platform,
6113,CAMP00000062,CH00000015,2023-07-06,213.24,Agency,
6114,camp00000062,CH00000010,2023-07-06,178.72,Agency,
6115,CAMP00000062,CH00000001,2023-07-07,220.71,Media,
6116,CAMP00000062,CH00000003,2023-07-07,142.75,Creative,
6117,CAMP00000062,CH00000008,2023-07-08,174.53,Creative,
6118,CAMP00000062,CH00000014,2023-07-09,228.52,Platform,
6119,CAMP00000062,CH00000013,2023-07-10,134.47,Media,
6120,CAMP00000062,CH00000002,2023-07-10,231.73,Media,
6121,CAMP00000062,CH00000012,2023-07-11,157.65,Creative,
6122,camp00000062,CH00000008,2023-07-11,209.2,Creative,
6123,CAMP00000062,CH00000013,2023-07-11,140.75,Agency,
6124,CAMP00000062,CH00000012,2023-07-12,168.11,Media,
6125,CAMP00000062,CH  00000008,2023-07-12,182.93,Media,
6126,CAMP00000062,CH00000012,2023-07-12,176.22,Agency,
6127,camp00000062,CH00000004,2023-07-13,184.44,Media,
6128,CAMP00000062,CH00000006,2023-07-14,229.22,Agency,
6129,CAMP  00000062,ch00000014,2023-07-14,220.65,Platform,
6130,CAMP00000062,CH00000010,2023-07-14,206.56,Media,
6131,CAMP  00000062,CH00000014,2023-07-15,228.04,Platform,
6132,CAMP00000062,CH00000004,2023-07-15,156.74,Agency,
6133,camp00000062,CH00000005,2023-07-16,200.64,Creative,
6134,CAMP00000062,CH00000009,2023-07-16,149.9,Platform,
6135,CAMP00000062,CH00000005,2023-07-17,178.41,Agency,
6136,CAMP00000062,CH00000015,2023-07-17,217.72,Platform,
6137,CAMP00000062,CH00000009,2023-07-17,217.19,Agency,
6138,CAMP00000062,CH00000004,2023-07-18,223.83,Media,
6139,CAMP00000062,CH  00000008,2023-07-18,211.61,Platform,
6140,CAMP00000062,CH00000011,2023-07-18,145.43,Agency,
6141,CAMP00000062,CH00000012,2023-07-19,183.19,Agency,
6142,CAMP00000062,CH00000008,2023-07-19,177.48,Platform,
6143,CAMP00000062,CH00000005,2023-07-19,147.62,Agency,
6144,CAMP00000062,CH00000011,2023-07-20,230.72,Platform,
6145,CAMP00000062,CH00000002,2023-07-20,133.41,Platform,
6146,CAMP00000062,CH00000011,2023-07-20,138.06,Creative,
6147,CAMP00000062,CH00000013,2023-07-21,221.21,Creative,
6148,camp00000062,CH00000002,2023-07-21,130.83,Creative,
6149,CAMP00000062,CH00000013,2023-07-22,160.69,Creative,
6150,CAMP00000062,CH00000014,2023-07-22,160.27,Agency,
6151,CAMP00000062,CH00000004,2023-07-23,160.44,,
6152,camp00000062,CH00000009,2023-07-23,204.11,Agency,
6153,CAMP00000062,CH00000015,2023-07-23,149.65,Platform,
6154,CAMP00000062,CH00000001,2023-07-24,172.85,Agency,
6155,CAMP00000062,CH00000014,2023-07-24,168.93,Platform,
6156,CAMP00000062,CH00000011,2023-07-24,156.94,Media,
6157,CAMP00000062,CH00000008,2023-07-25,153.88,Creative,
6158,CAMP  00000062,CH00000007,2023-07-25,173.44,Agency,
6159,CAMP00000062,CH00000014,2023-07-26,205.2,Creative,
6160,CAMP00000062,CH00000010,2023-07-26,156.84,Agency,
6161,CAMP00000062,ch00000007,2023-07-26,139.65,Creative,
6162,CAMP00000062,CH00000005,2023-07-27,152.85,,
6163,camp00000062,CH00000005,2023-07-27,204.1,Platform,
6164,CAMP00000062,CH00000005,2023-07-28,205.84,Media,
6165,CAMP00000062,CH00000002,2023-07-29,184.46,Media,
6166,CAMP00000062,CH00000007,2023-07-30,141.44,Platform,
6167,CAMP00000062,CH00000004,2023-07-30,184.87,Creative,
6168,CAMP00000062,CH00000014,2023-07-30,200.48,Creative,
6169,CAMP00000062,CH00000003,2023-07-31,174.58,Creative,
6170,CAMP00000062,CH00000009,2023-08-01,198.99,Media,
6171,CAMP00000062,CH00000005,2023-08-02,207.19,Agency,
6172,CAMP00000062,CH00000008,2023-08-03,143.48,Media,
6173,CAMP00000062,CH00000003,2023-08-04,204.69,Platform,
6174,CAMP00000062,CH00000001,2023-08-04,208.0,Agency,
6175,CAMP00000062,CH00000014,2023-08-05,173.68,Agency,
6176,CAMP00000062,CH00000012,2023-08-06,132.55,Creative,
6177,CAMP00000062,CH00000013,2023-08-06,131.28,Creative,
6178,CAMP00000062,CH00000009,2023-08-06,194.02,Media,
6179,CAMP00000062,CH00000011,2023-08-07,140.83,Platform,
6180,CAMP00000062,CH00000012,2023-08-07,172.19,Platform,
6181,CAMP00000062,ch00000013,2023-08-07,229.59,Media,
6182,CAMP00000062,CH00000007,2023-08-08,130.32,Media,
6183,CAMP  00000062,CH00000011,2023-08-09,222.4,Creative,
6184,CAMP00000062,CH00000010,2023-08-10,147.22,Platform,
6185,CAMP00000062,CH00000005,2023-08-11,209.38,Agency,
6186,CAMP00000062,CH00000012,2023-08-11,160.18,Creative,
6187,CAMP00000062,CH00000006,2023-08-12,130.87,Media,
6188,CAMP00000062,CH00000007,2023-08-12,211.56,Creative,
6189,CAMP00000062,CH00000011,2023-08-13,151.34,Agency,
6190,CAMP00000062,CH00000001,2023-08-13,217.05,Creative,
6191,CAMP00000062,CH00000007,2023-08-14,195.9,Creative,
6192,CAMP00000062,CH00000015,2023-08-15,214.93,Creative,
6193,CAMP00000062,CH00000007,2023-08-15,140.55,Media,
6194,CAMP00000062,ch00000005,2023-08-16,139.73,Platform,
6195,CAMP00000062,CH00000006,2023-08-16,157.47,Creative,
6196,CAMP00000062,CH00000002,2023-08-16,148.47,Creative,
6197,CAMP00000062,CH00000013,2023-08-17,126.99,Creative,
6198,CAMP00000062,CH00000005,2023-08-18,174.28,Agency,
6199,CAMP00000062,CH00000007,2023-08-18,208.2,Platform,
6200,CAMP00000062,CH00000011,2023-08-19,135.82,Agency,
6201,CAMP00000062,CH00000008,2023-08-19,160.37,Platform,
6202,CAMP00000062,CH00000002,2023-08-20,191.01,Media,
6203,CAMP00000062,CH00000015,2023-08-20,210.29,Creative,
6204,CAMP00000062,ch00000011,2023-08-21,199.02,Agency,
6205,CAMP00000063,CH00000013,2023-08-19,168.17,Platform,
6206,CAMP00000063,CH00000014,2023-08-20,241.52,Platform,
6207,CAMP00000063,CH00000010,2023-08-20,209.33,Agency,
6208,CAMP00000063,CH00000006,2023-08-21,268.95,Platform,
6209,CAMP00000063,CH00000012,2023-08-22,150.38,Platform,
6210,CAMP00000063,CH  00000003,2023-08-23,232.87,Agency,
6211,CAMP00000063,CH00000001,2023-08-24,255.17,Media,
6212,CAMP00000063,CH00000001,2023-08-24,244.04,Agency,
6213,CAMP00000063,CH00000014,2023-08-24,207.27,Platform,
6214,CAMP00000063,CH  00000005,2023-08-25,259.89,Agency,
6215,CAMP00000063,CH00000012,2023-08-26,269.52,Platform,
6216,CAMP00000063,CH00000005,2023-08-26,185.07,Agency,
6217,CAMP00000063,CH00000006,2023-08-27,255.53,Platform,
6218,CAMP00000063,CH00000012,2023-08-27,150.85,Media,
6219,CAMP00000063,CH00000015,2023-08-28,269.03,Platform,
6220,CAMP00000063,CH00000001,2023-08-29,237.46,Creative,
6221,CAMP00000063,CH00000013,2023-08-29,243.3,Platform,
6222,CAMP00000063,CH00000011,2023-08-29,252.44,Creative,
6223,CAMP00000063,CH00000009,2023-08-30,229.69,Agency,
6224,CAMP00000063,CH00000005,2023-08-30,255.72,Platform,
6225,CAMP00000063,CH00000011,2023-08-31,208.82,Creative,
6226,CAMP00000063,CH00000004,2023-08-31,265.34,Media,
6227,CAMP00000063,CH00000001,2023-08-31,189.64,Agency,
6228,CAMP00000063,CH00000013,2023-09-01,263.59,Creative,
6229,CAMP00000063,CH00000011,2023-09-02,219.2,Agency,
6230,CAMP00000063,CH00000013,2023-09-02,209.04,Agency,
6231,CAMP00000063,CH00000015,2023-09-02,187.37,Agency,
6232,CAMP00000063,CH00000012,2023-09-03,180.05,Media,
6233,CAMP00000063,CH00000009,2023-09-03,196.57,Agency,
6234,CAMP00000063,CH00000010,2023-09-04,239.06,Media,
6235,camp00000063,CH00000006,2023-09-04,178.07,Creative,
6236,CAMP00000063,CH00000004,2023-09-05,198.37,Agency,
6237,CAMP  00000063,CH00000008,2023-09-06,191.74,Creative,
6238,CAMP  00000063,CH00000003,2023-09-06,151.03,Creative,
6239,CAMP00000063,CH00000011,2023-09-07,197.59,Creative,
6240,CAMP00000063,CH00000011,2023-09-07,200.25,Creative,
6241,CAMP  00000063,CH00000007,2023-09-08,265.98,Platform,
6242,CAMP00000063,CH00000013,2023-09-08,190.13,Platform,
6243,CAMP00000063,CH00000012,2023-09-09,256.65,Platform,
6244,CAMP00000063,CH00000001,2023-09-09,234.33,Agency,
6245,CAMP00000063,CH00000011,2023-09-10,173.32,Platform,
6246,CAMP00000063,CH  00000011,2023-09-11,195.11,Media,
6247,CAMP00000063,CH00000005,2023-09-12,254.58,Agency,
6248,CAMP00000063,CH00000007,2023-09-12,262.53,Platform,
6249,CAMP00000063,CH00000004,2023-09-12,174.3,Creative,
6250,CAMP00000063,CH00000009,2023-09-13,216.04,Media,
6251,CAMP00000063,CH00000001,2023-09-13,200.89,Agency,
6252,CAMP00000063,CH00000003,2023-09-13,273.63,Creative,
6253,CAMP00000063,CH00000007,2023-09-14,206.98,Media,
6254,CAMP00000063,CH00000009,2023-09-14,172.66,Platform,
6255,CAMP00000063,CH00000001,2023-09-14,266.14,Media,
6256,CAMP00000063,CH00000006,2023-09-15,186.54,Media,
6257,CAMP00000063,CH  00000005,2023-09-15,253.94,Platform,
6258,CAMP00000063,CH  00000002,2023-09-15,168.66,Creative,
6259,CAMP00000063,CH00000005,2023-09-16,260.45,Creative,
6260,CAMP00000063,CH00000003,2023-09-16,181.47,Agency,
6261,CAMP00000063,CH00000013,2023-09-16,236.38,Platform,
6262,CAMP00000063,CH00000005,2023-09-17,236.34,Agency,
6263,CAMP  00000063,CH00000007,2023-09-18,200.61,Platform,
6264,CAMP00000063,CH00000012,2023-09-19,268.27,Creative,
6265,CAMP00000063,CH00000012,2023-09-20,181.32,Media,
6266,CAMP00000063,CH00000008,2023-09-20,185.51,Media,
6267,CAMP00000063,CH00000004,2023-09-20,224.26,Agency,
6268,CAMP00000063,CH00000010,2023-09-21,188.06,Creative,
6269,CAMP00000063,CH00000014,2023-09-21,153.7,Creative,
6270,CAMP00000063,CH00000004,2023-09-22,244.65,Platform,
6271,CAMP00000063,CH00000002,2023-09-23,200.31,Agency,
6272,CAMP00000063,CH00000009,2023-09-23,251.33,Media,
6273,CAMP00000063,CH00000008,2023-09-23,188.8,Platform,
6274,CAMP00000063,CH00000006,2023-09-24,214.12,Platform,
6275,CAMP00000063,CH00000008,2023-09-25,154.84,Agency,
6276,CAMP00000063,CH00000005,2023-09-26,178.11,Agency,
6277,CAMP00000063,CH00000008,2023-09-26,225.47,Creative,
6278,CAMP00000063,CH00000012,2023-09-27,261.1,Agency,
6279,CAMP00000063,CH00000003,2023-09-27,226.85,Creative,
6280,CAMP00000063,CH00000015,2023-09-28,256.1,Media,
6281,CAMP00000063,CH00000005,2023-09-28,202.46,Media,
6282,CAMP00000063,CH00000015,2023-09-29,256.51,Agency,
6283,CAMP00000063,CH00000013,2023-09-30,171.33,Platform,
6284,CAMP00000063,CH00000005,2023-10-01,273.63,Agency,
6285,CAMP00000063,CH00000005,2023-10-02,234.0,Media,
6286,CAMP00000063,CH00000005,2023-10-02,202.52,Platform,
6287,CAMP00000063,CH00000001,2023-10-02,207.86,Media,
6288,camp00000063,CH00000012,2023-10-03,244.16,Platform,
6289,CAMP00000063,CH00000009,2023-10-03,269.18,Media,
6290,CAMP00000063,CH00000008,2023-10-03,157.07,Media,
6291,CAMP00000063,CH00000005,2023-10-04,241.41,Creative,
6292,CAMP00000063,CH00000006,2023-10-04,246.41,Media,
6293,CAMP00000063,CH00000009,2023-10-04,191.72,Media,
6294,CAMP00000063,CH00000014,2023-10-05,200.22,Creative,
6295,CAMP00000063,CH00000013,2023-10-05,212.77,Agency,
6296,CAMP00000063,CH00000009,2023-10-06,188.34,Platform,
6297,CAMP00000063,CH00000006,2023-10-07,237.41,Agency,
6298,CAMP00000063,CH00000009,2023-10-07,245.89,Media,
6299,CAMP00000063,CH00000014,2023-10-07,204.79,Media,
6300,CAMP00000063,CH00000005,2023-10-08,211.73,Media,
6301,CAMP00000063,CH00000012,2023-10-08,202.77,Creative,
6302,CAMP00000063,CH00000014,2023-10-09,174.69,Creative,
6303,CAMP00000063,CH00000006,2023-10-09,178.77,Media,
6304,CAMP00000063,ch00000014,2023-10-10,165.21,Media,
6305,CAMP00000063,CH00000014,2023-10-10,200.66,Platform,
6306,CAMP00000063,CH00000005,2023-10-10,196.3,Creative,
6307,CAMP00000063,CH00000001,2023-10-11,253.27,Creative,
6308,CAMP00000063,CH00000010,2023-10-12,203.92,Platform,
6309,CAMP00000063,CH00000011,2023-10-12,195.94,Media,
6310,CAMP00000063,CH00000010,2023-10-12,171.96,Agency,
6311,camp00000063,CH00000007,2023-10-13,254.63,Creative,
6312,CAMP00000063,CH00000003,2023-10-14,215.31,Platform,
6313,CAMP00000063,CH00000002,2023-10-14,149.24,Agency,
6314,CAMP00000063,CH00000005,2023-10-14,273.11,Media,
6315,CAMP00000063,CH00000011,2023-10-15,195.27,Platform,
6316,CAMP00000063,ch  00000002,2023-10-15,246.48,Platform,
6317,CAMP00000063,CH00000014,2023-10-15,194.81,Creative,
6318,CAMP00000063,CH00000014,2023-10-16,201.3,Creative,
6319,CAMP00000063,CH00000011,2023-10-16,241.26,Platform,
6320,CAMP00000063,CH00000006,2023-10-17,240.58,Platform,
6321,CAMP00000063,ch00000013,2023-10-17,191.84,Media,
6322,CAMP00000063,CH00000002,2023-10-18,244.13,Platform,
6323,CAMP00000063,CH00000010,2023-10-18,205.63,Creative,
6324,CAMP00000063,CH  00000012,2023-10-19,272.29,Media,
6325,CAMP00000063,CH00000015,2023-10-20,157.98,,
6326,CAMP00000063,CH  00000008,2023-10-20,239.67,Creative,
6327,CAMP00000063,CH00000015,2023-10-20,227.41,Agency,
6328,CAMP00000063,CH00000006,2023-10-21,228.46,Media,
6329,CAMP00000063,CH00000004,2023-10-21,182.8,Platform,
6330,CAMP00000063,CH00000009,2023-10-22,267.25,Platform,
6331,CAMP00000063,CH00000009,2023-10-22,221.64,Agency,
6332,CAMP00000063,CH00000015,2023-10-22,261.63,Agency,
6333,CAMP00000063,CH00000001,2023-10-23,185.34,Platform,
6334,CAMP00000063,CH00000009,2023-10-23,249.49,Agency,
6335,CAMP00000063,CH00000007,2023-10-23,206.06,Creative,
6336,CAMP00000063,CH00000013,2023-10-24,188.01,Creative,
6337,CAMP00000063,CH00000010,2023-10-25,168.59,Media,
6338,CAMP00000063,CH00000005,2023-10-25,153.31,,
6339,CAMP00000063,CH00000008,2023-10-25,185.18,Platform,
6340,CAMP00000063,CH00000007,2023-10-26,255.62,Agency,
6341,CAMP00000063,CH00000015,2023-10-27,232.74,Media,
6342,CAMP00000063,CH00000009,2023-10-28,152.0,Agency,
6343,CAMP00000063,CH00000004,2023-10-28,243.09,Creative,
6344,CAMP00000063,CH00000014,2023-10-28,256.51,Platform,
6345,CAMP00000063,CH00000015,2023-10-29,192.97,Agency,
6346,CAMP00000063,CH00000007,2023-10-29,202.58,Creative,
6347,CAMP00000063,CH00000001,2023-10-30,163.1,,
6348,CAMP00000063,CH00000004,2023-10-30,232.24,Agency,
6349,CAMP00000063,CH00000014,2023-10-31,163.04,Agency,
6350,CAMP00000063,CH00000004,2023-11-01,203.43,Creative,
6351,CAMP00000063,CH00000012,2023-11-01,223.26,Agency,
6352,CAMP00000063,CH00000008,2023-11-01,163.45,Media,
6353,CAMP00000063,CH00000002,2023-11-02,201.14,Creative,
6354,CAMP00000063,CH00000004,2023-11-02,222.06,Media,
6355,CAMP00000063,CH00000014,2023-11-03,259.58,Creative,
6356,camp00000063,CH00000009,2023-11-04,181.03,Platform,
6357,CAMP  00000063,CH00000009,2023-11-05,167.36,Agency,
6358,CAMP00000063,CH00000005,2023-11-05,258.05,Agency,
6359,CAMP00000063,CH00000007,2023-11-06,151.23,Media,
6360,CAMP00000063,CH00000004,2023-11-06,268.0,Agency,
6361,CAMP00000063,CH00000002,2023-11-06,192.29,Creative,
6362,CAMP00000063,CH00000015,2023-11-07,223.12,Creative,
6363,CAMP00000063,CH00000014,2023-11-07,232.64,Media,
6364,CAMP00000063,CH00000011,2023-11-07,206.88,Platform,
6365,CAMP00000063,CH00000015,2023-11-08,223.47,Agency,
6366,CAMP00000063,CH00000007,2023-11-08,224.49,Creative,
6367,CAMP00000063,CH00000007,2023-11-09,192.13,Agency,
6368,camp  00000063,CH00000008,2023-11-09,223.19,Creative,
6369,CAMP00000063,CH00000014,2023-11-10,216.97,Creative,
6370,CAMP  00000063,CH00000014,2023-11-11,226.25,Creative,
6371,CAMP  00000063,CH00000005,2023-11-12,192.49,Creative,
6372,CAMP00000063,CH00000007,2023-11-12,248.3,Creative,
6373,CAMP00000063,CH00000008,2023-11-12,266.87,Creative,
6374,CAMP00000064,CH00000001,2024-11-28,613.03,Media,
6375,CAMP00000064,CH00000012,2024-11-28,515.01,Agency,
6376,CAMP00000064,CH00000008,2024-11-29,819.9,Creative,
6377,CAMP00000064,CH00000009,2024-11-29,681.63,Creative,
6378,CAMP00000064,CH00000013,2024-11-29,740.92,Platform,
6379,CAMP00000064,CH00000014,2024-11-30,700.19,Media,
6380,CAMP00000064,CH00000010,2024-12-01,619.12,Media,
6381,CAMP00000064,CH00000005,2024-12-01,804.18,Platform,
6382,CAMP00000064,CH00000005,2024-12-02,783.11,Agency,
6383,CAMP00000064,CH00000012,2024-12-03,689.04,Creative,
6384,CAMP00000064,CH00000001,2024-12-03,513.0,Media,
6385,CAMP00000064,CH00000011,2024-12-04,755.71,Media,
6386,CAMP00000064,CH00000002,2024-12-05,807.57,Platform,
6387,CAMP00000064,CH00000004,2024-12-05,826.17,Platform,
6388,CAMP00000064,CH00000006,2024-12-06,484.78,Media,
6389,CAMP00000064,CH00000011,2024-12-06,662.83,Agency,
6390,CAMP00000064,ch00000013,2024-12-07,779.53,Media,
6391,CAMP00000064,CH00000002,2024-12-07,682.43,Agency,
6392,CAMP00000064,CH00000001,2024-12-07,688.99,Agency,
6393,CAMP00000064,CH00000013,2024-12-08,747.72,Agency,
6394,CAMP00000064,CH00000015,2024-12-09,642.5,Agency,
6395,CAMP00000064,CH00000013,2024-12-09,825.87,Media,
6396,CAMP00000064,CH00000006,2024-12-10,542.2,Agency,
6397,CAMP00000064,CH00000014,2024-12-10,532.35,Creative,
6398,CAMP00000064,CH00000001,2024-12-10,472.32,Agency,
6399,CAMP00000064,CH00000002,2024-12-11,764.19,Agency,
6400,CAMP00000064,CH00000015,2024-12-11,701.22,Platform,
6401,camp00000064,CH00000011,2024-12-12,487.3,Agency,
6402,CAMP00000064,CH00000009,2024-12-13,625.97,Platform,
6403,CAMP00000064,CH00000002,2024-12-13,611.67,Creative,
6404,CAMP00000064,CH00000006,2024-12-13,791.45,Media,
6405,CAMP00000064,CH00000010,2024-12-14,502.6,Media,
6406,CAMP00000064,CH00000012,2024-12-15,664.14,Media,
6407,CAMP00000064,CH00000006,2024-12-15,469.78,Agency,
6408,CAMP00000064,ch  00000012,2024-12-16,537.32,Platform,
6409,CAMP00000064,CH00000006,2024-12-16,749.36,Media,
6410,CAMP00000064,CH00000004,2024-12-17,584.39,Agency,
6411,CAMP00000064,CH00000001,2024-12-17,559.89,Creative,
6412,CAMP00000064,CH00000011,2024-12-18,565.96,Media,
6413,CAMP00000064,CH00000008,2024-12-18,716.04,Agency,
6414,CAMP00000064,ch00000001,2024-12-18,478.5,Media,
6415,CAMP00000064,CH00000013,2024-12-19,717.44,Agency,
6416,CAMP00000064,CH00000014,2024-12-19,821.26,Creative,
6417,CAMP00000064,CH00000014,2024-12-20,560.41,Platform,
6418,CAMP00000064,CH00000012,2024-12-21,604.91,Platform,
6419,CAMP00000064,CH00000009,2024-12-22,494.45,Agency,
6420,CAMP00000064,ch00000006,2024-12-22,539.28,Agency,
6421,CAMP00000064,CH00000001,2024-12-22,745.13,Media,
6422,CAMP00000064,CH00000015,2024-12-23,721.79,Media,
6423,CAMP00000064,CH00000012,2024-12-24,714.98,Platform,
6424,CAMP00000064,CH00000009,2024-12-24,602.47,Platform,
6425,CAMP00000064,CH00000011,2024-12-25,823.6,Media,
6426,CAMP00000064,CH00000002,2024-12-25,803.76,Creative,
6427,CAMP00000064,CH00000005,2024-12-25,635.16,Creative,
6428,CAMP00000064,CH00000013,2024-12-26,790.0,Agency,
6429,CAMP00000064,CH00000007,2024-12-27,516.65,Agency,
6430,CAMP00000064,CH00000005,2024-12-28,553.89,Agency,
6431,CAMP00000064,CH00000013,2024-12-28,663.83,Agency,
6432,CAMP00000064,CH00000004,2024-12-28,557.41,Media,
6433,CAMP00000064,CH00000012,2024-12-29,604.12,Creative,
6434,CAMP00000064,CH00000003,2024-12-29,470.14,Agency,
6435,CAMP00000064,CH00000005,2024-12-29,615.34,Platform,
6436,CAMP00000064,CH00000003,2024-12-30,612.87,Media,
6437,CAMP00000064,CH00000008,2024-12-30,767.83,Media,
6438,CAMP00000065,CH00000009,2023-03-11,78.67,Creative,
6439,CAMP00000065,CH00000015,2023-03-12,51.19,Platform,
6440,CAMP00000065,CH00000006,2023-03-13,57.35,Media,
