impression_key,campaign_id,channel_id,impression_timestamp,impression_id,user_id,device_type,placement,creative_id,cost
57114,CAMP00000012,CH00000006,2022-02-16 15:07:12,IMP00057114,USR00064642,Desktop,Story,CRE0017,
57115,CAMP00000012,CH00000003,2022-03-08 05:36:56,IMP00057115,USR00000965,Mobile,  Feed,CRE0035,0.0358
57116,CAMP00000012,CH00000010,2022-02-13 03:38:15,IMP00057116,USR00068056,Mobile,Sidebar,CRE0045,0.0248
57117,CAMP00000012,CH00000001,2022-01-10 09:48:13,IMP00057117,USR00140164,Desktop,Feed,CRE0010,0.0405
57118,CAMP00000012,CH00000010,2022-03-04 15:06:33,IMP00057118,USR00108204,Desktop,Sidebar,CRE0029,0.015
57119,CAMP00000012,CH00000012,2022-01-16 05:43:55,IMP00057119,USR00125851,Mobile,Top Banner,CRE0010,0.0342
57120,CAMP00000012,CH00000012,2022-03-10 18:02:13,IMP00057120,USR00137634,Desktop,Top Banner,CRE0002,0.0043
57121,CAMP00000012,CH00000001,2022-03-09 02:01:54,IMP00057121,USR00117222,Desktop,  Sidebar,CRE0033,0.0041
57122,CAMP00000012,CH00000013,2022-01-30 14:40:33,IMP00057122,USR00070693,Mobile,Top Banner,CRE0016,0.0273
57123,CAMP00000012,CH00000010,2022-01-08 08:35:25,IMP00057123,USR00011148,Tablet,Top Banner,CRE0025,0.0341
57124,CAMP00000012,CH00000009,2022-01-08 03:36:33,IMP00057124,USR00052534,Tablet,Feed,CRE0041,0.0352
57125,CAMP00000012,CH00000009,2022-03-05 12:40:39,IMP00057125,USR00134218,Tablet,Feed,CRE0030,0.0376
57126,CAMP00000012,CH00000011,2022-03-13 08:28:43,IMP00057126,USR00070710,Tablet,Sidebar,CRE0003,0.0447
57127,CAMP00000012,CH00000002,2022-01-16 09:16:17,IMP00057127,USR00082711,Tablet,Top Banner,CRE0008,0.0476
57128,CAMP00000012,CH00000007,2022-01-18 05:30:32,IMP00057128,USR00134337,Desktop,Top Banner,CRE0042,0.0254
57129,CAMP00000012,CH00000012,2022-01-20 07:17:32,IMP00057129,USR00142113,Tablet,Feed  ,CRE0030,0.0102
57130,CAMP00000012,CH00000007,2022-02-06 05:49:05,IMP00057130,USR00138632,Tablet,Sidebar,CRE0043,0.0075
57131,CAMP00000012,CH00000004,2022-02-22 22:55:38,IMP00057131,USR00010512,Desktop,SIDEBAR,CRE0017,0.0306
57132,CAMP00000012,CH00000010,2022-02-13 12:53:12,IMP00057132,USR00087069,Tablet,Sidebar,CRE0006,0.0301
57133,CAMP00000012,CH00000015,2022-01-16 23:22:43,IMP00057133,USR00040134,Desktop,Feed,CRE0038,0.0484
57134,CAMP00000012,CH00000010,2022-01-25 23:32:35,IMP00057134,USR00094734,Desktop,Top Banner  ,CRE0007,0.0024
57135,CAMP00000012,CH00000006,2022-01-25 00:47:56,IMP00057135,USR00086632,Tablet,Top Banner,CRE0021,0.0238
57136,CAMP00000012,CH00000012,2022-01-17 15:49:29,IMP00057136,USR00102662,Desktop,Top Banner,CRE0005,0.0492
57137,CAMP00000012,CH00000005,2022-02-13 22:08:59,IMP00057137,USR00017571,Mobile,Story,CRE0038,0.0423
57138,CAMP00000012,CH00000002,2022-03-13 10:45:01,IMP00057138,USR00040161,Mobile,Feed,CRE0018,0.048
57139,CAMP00000012,CH00000015,2022-02-26 07:02:32,IMP00057139,USR00024252,Tablet,  Story,CRE0003,0.0462
57140,CAMP00000012,CH00000004,2022-03-01 16:54:21,IMP00057140,USR00023810,Mobile  ,Sidebar,CRE0050,0.045
57141,CAMP00000012,CH00000003,2022-02-02 07:39:28,IMP00057141,USR00128962,Tablet,Story,CRE0037,0.0026
57142,CAMP00000012,CH00000004,2022-01-14 06:40:12,IMP00057142,USR00028186,Mobile  ,Story,CRE0040,0.0425
57143,CAMP00000012,CH00000012,2022-02-15 06:33:09,IMP00057143,USR00015475,Mobile,Feed,CRE0019,0.0322
57144,CAMP00000012,CH00000010,2022-03-15 18:06:11,IMP00057144,USR00078920,Mobile,Feed,CRE0029,0.047
57145,CAMP00000012,CH00000005,2022-01-22 21:22:40,IMP00057145,USR00148957,Tablet,Story  ,CRE0007,0.044
57146,CAMP00000012,CH00000009,2022-01-26 20:13:57,IMP00057146,USR00089022,Mobile,Feed,CRE0037,0.0012
57147,CAMP00000012,CH00000003,2022-03-10 19:44:42,IMP00057147,USR00036894,Tablet,Story,CRE0010,0.0084
57148,CAMP00000012,CH00000007,2022-03-03 06:13:33,IMP00057148,USR00112786,Mobile,Top Banner,CRE0029,0.0043
57149,CAMP00000012,CH00000002,2022-02-08 18:53:55,IMP00057149,USR00114234,MOBILE  ,Feed,CRE0038,0.0335
57150,CAMP00000012,CH00000009,2022-01-23 16:59:57,IMP00057150,USR00115564,Tablet,Sidebar,CRE0050,0.0471
57151,CAMP00000012,CH00000001,2022-02-12 01:09:42,IMP00057151,USR00143831,Tablet  ,Top Banner,CRE0037,0.0195
57152,CAMP00000012,CH00000011,2022-02-18 05:19:43,IMP00057152,USR00007661,Tablet,Story,CRE0032,0.0275
57153,CAMP00000012,CH00000010,2022-02-06 08:46:23,IMP00057153,USR00091921,Tablet,Top Banner,CRE0014,0.0415
57154,CAMP00000012,CH00000012,2022-01-17 04:15:16,IMP00057154,USR00018299,Mobile,Top Banner,CRE0050,0.0446
57155,CAMP00000012,CH00000013,2022-01-27 20:22:40,IMP00057155,USR00114378,Mobile,Story,CRE0047,0.0412
57156,CAMP00000012,CH00000008,2022-02-14 18:46:04,IMP00057156,USR00115742,Mobile,Story,CRE0048,0.0463
57157,CAMP00000012,CH00000014,2022-02-16 00:28:40,IMP00057157,USR00066244,Mobile,Story,CRE0047,0.0249
57158,CAMP00000012,CH00000006,2022-03-01 11:20:42,IMP00057158,USR00097328,Tablet,Sidebar,CRE0016,0.0186
57159,CAMP00000012,CH00000014,2022-01-25 20:25:13,IMP00057159,USR00082143,Desktop,Top Banner,CRE0047,0.0174
57160,CAMP00000012,CH00000005,2022-03-05 07:22:07,IMP00057160,USR00063473,Tablet,Top Banner,CRE0004,0.0067
57161,CAMP00000012,CH00000005,2022-03-09 10:19:50,IMP00057161,USR00039978,Desktop,Story,CRE0012,0.0147
57162,CAMP00000012,CH00000015,2022-03-10 02:07:13,IMP00057162,USR00079882,Mobile,Sidebar,CRE0019,0.0098
57163,CAMP00000012,CH00000004,2022-02-10 04:20:44,IMP00057163,USR00128377,mobile,Sidebar,CRE0033,0.0383
57164,CAMP00000012,CH00000010,2022-02-19 10:49:13,IMP00057164,USR00065915,  Mobile,Top Banner,CRE0031,0.0189
57165,CAMP00000012,CH00000009,2022-01-29 04:12:57,IMP00057165,USR00002990,Mobile,Top Banner,CRE0028,0.0178
57166,CAMP00000012,CH00000011,2022-01-29 12:28:22,IMP00057166,USR00095305,Mobile,Feed,CRE0010,0.0296
57167,CAMP00000012,CH00000014,2022-02-17 03:06:19,IMP00057167,USR00051448,Mobile  ,Top Banner,CRE0013,0.0351
57168,CAMP00000012,CH00000004,2022-01-31 17:00:41,IMP00057168,USR00135413,Mobile,Top Banner,CRE0046,0.0324
57169,CAMP00000012,CH00000014,2022-01-24 13:51:07,IMP00057169,USR00056676,Mobile,Story,CRE0036,0.0484
57170,CAMP00000012,CH00000002,2022-02-02 19:25:57,IMP00057170,USR00126291,Mobile,Story,CRE0010,
57171,CAMP00000012,CH00000012,2022-01-28 20:54:06,IMP00057171,USR00111153,Desktop,Sidebar,CRE0009,0.0097
57172,CAMP00000012,CH00000006,2022-01-20 02:42:22,IMP00057172,USR00039351,Desktop,Feed,CRE0020,0.0206
57173,CAMP00000012,CH00000009,2022-03-01 13:48:23,IMP00057173,USR00053638,Mobile,Sidebar,CRE0024,0.032
57174,CAMP00000012,CH00000014,2022-03-05 20:55:31,IMP00057174,USR00073132,Mobile,Top Banner,CRE0030,0.0252
57175,CAMP00000012,CH00000009,2022-02-02 16:20:25,IMP00057175,USR00060213,Desktop,Top Banner,CRE0028,0.0069
57176,CAMP00000012,CH00000002,2022-02-23 15:26:18,IMP00057176,USR00046854,Mobile,Top Banner,CRE0017,0.004
57177,CAMP00000012,CH00000002,2022-02-18 03:45:51,IMP00057177,USR00056465,Tablet,Feed,CRE0040,0.0102
57178,CAMP00000012,CH00000013,2022-01-19 09:37:22,IMP00057178,USR00026343,Mobile,Sidebar,CRE0019,0.0414
57179,CAMP00000012,CH00000002,2022-02-04 01:03:47,IMP00057179,USR00092958,Mobile,Sidebar,CRE0010,0.0491
57180,CAMP00000012,CH00000003,2022-01-23 23:30:19,IMP00057180,USR00110585,Tablet  ,Feed,CRE0047,0.0395
57181,CAMP00000012,CH00000006,2022-03-10 12:03:26,IMP00057181,USR00115379,Desktop,Feed,CRE0042,0.0045
57182,CAMP00000012,CH00000004,2022-02-10 21:46:04,IMP00057182,USR00145668,Mobile,Top Banner,CRE0040,0.0377
57183,CAMP00000012,CH00000005,2022-02-12 06:27:52,IMP00057183,USR00073496,Mobile,Sidebar,CRE0014,0.0348
57184,CAMP00000012,CH00000012,2022-02-27 06:44:18,IMP00057184,USR00114637,Tablet,Top Banner,CRE0032,0.0387
57185,CAMP00000012,CH00000009,2022-01-15 09:02:34,IMP00057185,USR00114900,Tablet,Top Banner,CRE0009,0.0176
57186,CAMP00000012,CH00000007,2022-03-02 16:50:56,IMP00057186,USR00077764,Desktop,Feed,CRE0043,0.0158
57187,CAMP00000012,CH00000001,2022-01-22 20:56:41,IMP00057187,USR00081817,Mobile,Feed,CRE0032,0.0143
57188,CAMP00000012,CH00000003,2022-02-26 14:11:47,IMP00057188,USR00107283,Mobile,story,CRE0004,0.0245
57189,CAMP00000012,CH00000004,2022-01-26 17:25:15,IMP00057189,USR00081106,Desktop,Feed,CRE0021,0.0305
57190,CAMP00000012,CH00000014,2022-02-25 23:40:03,IMP00057190,USR00081361,Tablet,Story,CRE0027,0.0305
57191,CAMP00000012,CH00000015,2022-02-02 11:58:10,IMP00057191,USR00053422,Mobile,Sidebar,CRE0035,0.0252
57192,CAMP00000012,CH00000008,2022-01-27 15:59:52,IMP00057192,USR00143284,Tablet,Feed,CRE0021,0.0387
57193,CAMP00000012,CH00000008,2022-01-29 10:30:34,IMP00057193,USR00031061,Desktop,Top Banner,CRE0036,0.0038
57194,CAMP00000012,CH00000006,2022-02-16 08:12:56,IMP00057194,USR00105193,Desktop,Story,CRE0001,0.0224
57195,CAMP00000012,CH00000013,2022-01-26 06:58:00,IMP00057195,USR00068014,Mobile,Feed,CRE0004,0.0021
57196,CAMP00000012,CH00000004,2022-01-18 18:35:12,IMP00057196,USR00141054,Desktop,Feed,CRE0021,0.0342
57197,CAMP00000012,CH00000002,2022-02-27 02:33:43,IMP00057197,USR00110544,Desktop  ,STORY,CRE0032,0.0255
57198,CAMP00000012,CH00000012,2022-02-19 09:37:22,IMP00057198,USR00026972,Mobile,Story,CRE0032,0.0193
57199,CAMP00000012,CH00000004,2022-02-01 07:25:25,IMP00057199,USR00021683,Mobile,Story,CRE0014,
57200,CAMP00000012,CH00000012,2022-02-12 09:57:54,IMP00057200,USR00014183,Mobile,Sidebar,CRE0020,0.0104
57201,CAMP00000012,CH00000003,2022-02-15 00:58:16,IMP00057201,USR00024252,Tablet,Top Banner  ,CRE0012,0.0265
57202,CAMP00000012,CH00000010,2022-01-31 00:06:34,IMP00057202,USR00012887,tablet,Story,CRE0033,0.047
57203,CAMP00000012,CH00000001,2022-01-15 10:07:54,IMP00057203,USR00047774,mobile,Story,CRE0013,0.0459
57204,CAMP00000012,CH00000010,2022-02-21 19:23:41,IMP00057204,USR00064402,Tablet,Story,CRE0011,0.0144
57205,CAMP00000012,CH00000015,2022-02-18 07:06:49,IMP00057205,USR00146413,Mobile,Story,CRE0005,0.0458
57206,CAMP00000012,CH00000013,2022-03-09 16:13:02,IMP00057206,USR00131901,Mobile,Story,CRE0006,0.0028
57207,CAMP00000012,CH00000011,2022-01-18 18:17:34,IMP00057207,USR00050605,Tablet,Feed,CRE0008,0.0286
57208,CAMP00000012,CH00000003,2022-02-20 16:14:21,IMP00057208,USR00121053,Desktop,Sidebar,CRE0041,0.0159
57209,CAMP00000012,CH00000004,2022-01-25 03:16:35,IMP00057209,USR00140999,Desktop,Top Banner,CRE0008,0.0232
57210,CAMP00000012,CH00000008,2022-02-18 18:27:09,IMP00057210,USR00134381,Mobile,Top Banner  ,CRE0042,0.0038
57211,CAMP00000012,CH00000007,2022-02-05 06:10:16,IMP00057211,USR00145926,Desktop,Top Banner,CRE0035,0.0254
57212,CAMP00000012,CH00000002,2022-01-12 09:05:49,IMP00057212,USR00012689,Tablet,Story,CRE0009,0.0241
57213,CAMP00000012,CH00000009,2022-01-29 02:43:32,IMP00057213,USR00042252,Mobile,Story,CRE0044,
57214,CAMP00000012,CH00000013,2022-01-27 00:45:10,IMP00057214,USR00141880,Mobile,story,CRE0028,0.0195
57215,CAMP00000012,CH00000005,2022-03-05 00:30:58,IMP00057215,USR00033427,Mobile,Story,CRE0024,0.009
57216,CAMP00000012,CH00000001,2022-02-11 13:29:19,IMP00057216,USR00008683,Mobile,feed,CRE0016,0.019
57217,CAMP00000012,CH00000012,2022-03-15 13:18:37,IMP00057217,USR00110070,Desktop,Sidebar,CRE0044,0.016
57218,CAMP00000012,CH00000014,2022-01-11 06:28:11,IMP00057218,USR00005167,Tablet,Story,CRE0044,0.0442
57219,CAMP00000012,CH00000005,2022-02-23 06:33:27,IMP00057219,USR00046786,Desktop,Story,CRE0020,0.0422
57220,CAMP00000012,CH00000007,2022-03-08 02:16:59,IMP00057220,USR00016534,Tablet,Sidebar,CRE0022,0.0234
57221,CAMP00000012,CH00000006,2022-01-16 06:43:05,IMP00057221,USR00059928,Desktop,Feed,CRE0015,0.0308
57222,CAMP00000012,CH00000005,2022-02-11 01:39:49,IMP00057222,USR00124408,Tablet,Story,CRE0028,0.002
57223,CAMP00000012,CH00000010,2022-01-08 16:06:08,IMP00057223,USR00060869,Tablet,Story,CRE0040,0.0477
57224,CAMP00000012,CH00000008,2022-03-08 04:46:02,IMP00057224,USR00145107,Tablet,  Story,CRE0050,0.01
57225,CAMP00000012,CH00000005,2022-01-22 06:40:05,IMP00057225,USR00043629,Desktop,Feed,CRE0015,0.0048
57226,CAMP00000012,CH00000005,2022-01-13 05:39:06,IMP00057226,USR00042633,Desktop,Feed  ,CRE0028,0.0417
57227,CAMP00000012,CH00000007,2022-01-08 18:17:23,IMP00057227,USR00084853,Desktop,Story,CRE0002,0.0141
57228,CAMP00000012,CH00000001,2022-01-22 16:04:39,IMP00057228,USR00074369,Desktop,Sidebar,CRE0009,0.0342
57229,CAMP00000012,CH00000012,2022-01-12 20:29:52,IMP00057229,USR00117575,Desktop,Sidebar,CRE0026,0.0273
57230,CAMP00000012,CH00000004,2022-02-03 02:16:10,IMP00057230,USR00052707,Mobile,Feed,CRE0049,0.0286
57231,CAMP00000012,CH00000004,2022-01-12 14:25:56,IMP00057231,USR00143097,Tablet,Sidebar,CRE0005,0.0091
57232,CAMP00000012,CH00000011,2022-03-12 08:22:20,IMP00057232,USR00134191,Desktop,Feed,CRE0035,0.0155
57233,CAMP00000012,CH00000006,2022-02-04 02:12:33,IMP00057233,USR00100796,Desktop,Sidebar,CRE0015,0.011
57234,CAMP00000012,CH00000002,2022-03-08 17:39:39,IMP00057234,USR00133957,Tablet,  Top Banner,CRE0003,0.0057
57235,CAMP00000012,CH00000010,2022-03-08 06:05:35,IMP00057235,USR00133752,Desktop,Top Banner,CRE0022,0.0332
57236,CAMP00000012,CH00000002,2022-02-13 05:37:10,IMP00057236,USR00132162,Tablet,Sidebar,CRE0022,0.0354
57237,CAMP00000012,CH00000005,2022-02-10 20:25:45,IMP00057237,USR00097883,Mobile,Sidebar,CRE0041,0.0072
57238,CAMP00000012,CH00000014,2022-01-11 11:43:54,IMP00057238,USR00124854,  Desktop,Sidebar  ,CRE0010,0.0032
57239,CAMP00000012,CH00000007,2022-02-13 07:32:58,IMP00057239,USR00060310,Mobile,Feed,CRE0049,0.0023
57240,CAMP00000012,CH00000008,2022-03-08 15:13:43,IMP00057240,USR00138418,Tablet,Feed,CRE0030,0.0042
57241,CAMP00000012,CH00000007,2022-02-25 20:54:36,IMP00057241,USR00078765,  Tablet,  Feed,CRE0047,0.0268
57242,CAMP00000012,CH00000003,2022-02-02 05:50:20,IMP00057242,USR00114466,Tablet,Sidebar,CRE0036,0.0019
57243,CAMP00000012,CH00000010,2022-02-07 21:34:56,IMP00057243,USR00092344,Mobile,  Sidebar,CRE0008,0.0027
57244,CAMP00000012,CH00000001,2022-01-26 13:54:20,IMP00057244,USR00096294,Desktop,Sidebar,CRE0006,0.0401
57245,CAMP00000012,CH00000010,2022-01-17 22:32:35,IMP00057245,USR00087606,Desktop,Feed,CRE0032,0.0454
57246,CAMP00000012,CH00000005,2022-03-09 04:29:33,IMP00057246,USR00045567,Desktop,Top Banner,CRE0039,0.0092
57247,CAMP00000012,CH00000004,2022-02-02 03:25:19,IMP00057247,USR00077612,Tablet,Top Banner,CRE0025,0.028
57248,CAMP00000012,CH00000005,2022-03-02 22:32:12,IMP00057248,USR00030630,Tablet,  TOP BANNER,CRE0033,0.0021
57249,CAMP00000012,CH00000006,2022-02-20 02:49:20,IMP00057249,USR00114787,Mobile,Feed,CRE0008,0.0044
57250,CAMP00000012,CH00000007,2022-01-12 15:58:21,IMP00057250,USR00040158,Mobile,Top Banner,CRE0029,0.0311
57251,CAMP00000012,CH00000002,2022-01-23 00:34:53,IMP00057251,USR00101330,Tablet,Story,CRE0034,0.0338
57252,CAMP00000012,CH00000010,2022-02-13 09:36:40,IMP00057252,USR00034302,Tablet,Feed,CRE0050,0.0489
57253,CAMP00000012,CH00000004,2022-02-03 21:53:08,IMP00057253,USR00114322,Tablet,Feed,CRE0030,0.0019
57254,CAMP00000012,CH00000015,2022-02-24 11:59:21,IMP00057254,USR00025946,Tablet,Sidebar,CRE0003,0.0366
57255,CAMP00000012,CH00000004,2022-01-25 13:11:17,IMP00057255,USR00065812,Desktop,Sidebar,CRE0043,0.025
57256,CAMP00000012,CH00000013,2022-02-03 15:58:21,IMP00057256,USR00136341,Mobile,Top Banner  ,CRE0033,0.0328
57257,CAMP00000012,CH00000013,2022-01-09 22:27:09,IMP00057257,USR00149347,Tablet,Top Banner,CRE0038,
57258,CAMP00000012,CH00000002,2022-01-28 21:40:26,IMP00057258,USR00115747,Mobile,Top Banner,CRE0039,0.0255
57259,CAMP00000012,CH00000005,2022-01-29 21:12:17,IMP00057259,USR00055277,Desktop,FEED,CRE0016,0.0032
57260,CAMP00000012,CH00000003,2022-01-16 21:30:03,IMP00057260,USR00033028,  DESKTOP,Story,CRE0023,0.0115
57261,CAMP00000012,CH00000010,2022-02-12 12:20:42,IMP00057261,USR00009963,Tablet,top banner,CRE0017,0.0164
57262,CAMP00000012,CH00000007,2022-01-09 17:01:31,IMP00057262,USR00006020,Tablet,Feed,CRE0044,0.0138
57263,CAMP00000012,CH00000010,2022-02-26 00:23:09,IMP00057263,USR00116083,tablet,Story,CRE0028,0.0065
57264,CAMP00000012,CH00000009,2022-01-15 23:44:31,IMP00057264,USR00089546,Tablet,Sidebar,CRE0039,0.0418
57265,CAMP00000012,CH00000009,2022-01-28 23:42:30,IMP00057265,USR00113310,desktop,Top Banner,CRE0038,0.0412
57266,CAMP00000012,CH00000004,2022-01-19 23:54:59,IMP00057266,USR00023501,Tablet,Sidebar,CRE0014,0.0371
57267,CAMP00000012,CH00000015,2022-02-28 01:52:50,IMP00057267,USR00016754,Tablet,FEED,CRE0009,0.0091
57268,CAMP00000012,CH00000003,2022-01-26 13:33:25,IMP00057268,USR00133246,mobile,Feed,CRE0041,0.0394
57269,CAMP00000012,CH00000006,2022-03-08 19:38:40,IMP00057269,USR00018959,Desktop,Top Banner,CRE0012,0.0176
57270,CAMP00000012,CH00000001,2022-03-02 16:26:36,IMP00057270,USR00037872,Desktop,Sidebar,CRE0003,0.0448
57271,CAMP00000012,CH00000007,2022-02-12 17:13:49,IMP00057271,USR00055437,Mobile,  Story,CRE0034,0.0312
57272,CAMP00000012,CH00000012,2022-02-18 15:35:25,IMP00057272,USR00058610,Tablet,Top Banner,CRE0024,0.0179
57273,CAMP00000012,CH00000007,2022-03-07 05:22:18,IMP00057273,USR00001326,Mobile,FEED,CRE0021,0.0175
57274,CAMP00000012,CH00000008,2022-03-15 17:44:52,IMP00057274,USR00110352,Mobile,sidebar,CRE0030,0.0247
57275,CAMP00000012,CH00000004,2022-02-15 21:26:07,IMP00057275,USR00071272,Mobile,Feed,CRE0034,0.0383
57276,CAMP00000012,CH00000013,2022-01-29 22:35:32,IMP00057276,USR00099648,Desktop,  Sidebar,CRE0050,0.0274
57277,CAMP00000012,CH00000013,2022-01-13 10:10:43,IMP00057277,USR00028588,Tablet,Story,CRE0040,0.0101
57278,CAMP00000012,CH00000015,2022-02-05 22:13:36,IMP00057278,USR00013083,Mobile,Story  ,CRE0044,0.0087
57279,CAMP00000012,CH00000007,2022-03-01 04:52:04,IMP00057279,USR00113486,Desktop,Top Banner,CRE0046,0.0494
57280,CAMP00000012,CH00000004,2022-01-25 01:04:22,IMP00057280,USR00024759,Mobile,Top Banner,CRE0033,0.0432
57281,CAMP00000012,CH00000006,2022-02-02 09:39:48,IMP00057281,USR00087714,Mobile,Feed,CRE0034,0.0081
57282,CAMP00000012,CH00000004,2022-02-20 19:30:27,IMP00057282,USR00020973,Mobile,Top Banner,CRE0002,0.0266
57283,CAMP00000012,CH00000012,2022-01-19 00:10:23,IMP00057283,USR00142167,Mobile,Feed,CRE0004,
57284,CAMP00000012,CH00000014,2022-01-18 17:04:49,IMP00057284,USR00081857,Mobile,Story,CRE0001,0.0475
57285,CAMP00000012,CH00000007,2022-02-07 23:48:32,IMP00057285,USR00145677,Tablet,Top Banner,CRE0037,0.042
57286,CAMP00000012,CH00000014,2022-03-10 16:45:02,IMP00057286,USR00053317,Tablet,Feed,CRE0025,0.0325
57287,CAMP00000012,CH00000008,2022-02-02 22:39:25,IMP00057287,USR00105811,Mobile,Top Banner,CRE0013,0.0295
57288,CAMP00000012,CH00000011,2022-03-05 19:07:05,IMP00057288,USR00024954,Desktop,Feed,CRE0024,0.0085
57289,CAMP00000012,CH00000002,2022-02-16 15:36:36,IMP00057289,USR00033754,Tablet,top banner,CRE0003,0.0223
57290,CAMP00000012,CH00000005,2022-01-14 08:07:08,IMP00057290,USR00096149,Desktop,Feed,CRE0019,0.0472
57291,CAMP00000012,CH00000007,2022-01-18 19:19:46,IMP00057291,USR00025458,Mobile,Sidebar,CRE0048,0.0304
57292,CAMP00000012,CH00000004,2022-02-22 19:05:56,IMP00057292,USR00049998,  Tablet,Feed,CRE0030,0.0454
57293,CAMP00000012,CH00000013,2022-03-15 03:52:47,IMP00057293,USR00033705,Desktop,  Top Banner,CRE0005,0.0058
57294,CAMP00000012,CH00000002,2022-03-03 22:43:33,IMP00057294,USR00030820,Tablet,Story,CRE0025,0.0038
57295,CAMP00000012,CH00000015,2022-02-22 03:30:05,IMP00057295,USR00010282,Tablet,Top Banner,CRE0012,0.0336
57296,CAMP00000012,CH00000002,2022-02-21 10:44:12,IMP00057296,USR00141923,Mobile,Feed  ,CRE0048,0.0101
57297,CAMP00000012,CH00000012,2022-02-22 07:17:22,IMP00057297,USR00082337,Mobile,Feed,CRE0018,0.0129
57298,CAMP00000012,CH00000006,2022-03-15 15:02:06,IMP00057298,USR00036674,Desktop,Sidebar,CRE0025,0.013
57299,CAMP00000012,CH00000001,2022-02-11 01:05:58,IMP00057299,USR00113685,Tablet,Top Banner,CRE0023,0.0023
57300,CAMP00000012,CH00000011,2022-01-24 17:06:39,IMP00057300,USR00040637,Tablet,Top Banner,CRE0046,0.0252
57301,CAMP00000012,CH00000015,2022-02-11 20:14:58,IMP00057301,USR00034810,  Desktop,Feed,CRE0030,0.0373
57302,CAMP00000012,CH00000010,2022-02-16 17:29:57,IMP00057302,USR00023775,MOBILE,Sidebar,CRE0038,0.0128
57303,CAMP00000012,CH00000014,2022-02-21 19:42:12,IMP00057303,USR00075938,Tablet,Story  ,CRE0025,0.0253
57304,CAMP00000012,CH00000012,2022-01-18 14:07:16,IMP00057304,USR00047153,Tablet,Story,CRE0034,0.0269
57305,CAMP00000012,CH00000002,2022-01-21 04:51:54,IMP00057305,USR00065339,Desktop,Top Banner,CRE0026,0.0394
57306,CAMP00000012,CH00000009,2022-01-31 22:05:38,IMP00057306,USR00084560,Tablet,Top Banner,CRE0008,0.0158
57307,CAMP00000012,CH00000002,2022-01-15 19:45:18,IMP00057307,USR00038981,Mobile,Sidebar,CRE0036,0.0027
57308,CAMP00000012,CH00000004,2022-03-02 05:40:07,IMP00057308,USR00118771,Mobile,Feed,CRE0005,0.0351
57309,CAMP00000012,CH00000002,2022-02-20 20:47:57,IMP00057309,USR00052600,  DESKTOP,Story,CRE0025,0.0277
57310,CAMP00000012,CH00000011,2022-03-02 23:54:21,IMP00057310,USR00137085,Mobile,Sidebar,CRE0003,0.005
57311,CAMP00000012,CH00000002,2022-02-09 05:55:00,IMP00057311,USR00040407,Mobile  ,Feed,CRE0040,0.0078
57312,CAMP00000012,CH00000013,2022-01-17 17:14:44,IMP00057312,USR00018946,Desktop,Story,CRE0009,0.0364
57313,CAMP00000012,CH00000005,2022-02-10 19:40:36,IMP00057313,USR00055293,Desktop,Sidebar,CRE0040,0.0347
57314,CAMP00000012,CH00000004,2022-02-04 09:23:48,IMP00057314,USR00016382,Mobile,Story,CRE0006,0.0035
57315,CAMP00000012,CH00000003,2022-02-08 12:12:16,IMP00057315,USR00110512,Tablet,Story,CRE0013,0.0302
57316,CAMP00000012,CH00000002,2022-01-21 23:25:43,IMP00057316,USR00049856,Desktop,Story,CRE0001,0.0248
57317,CAMP00000012,CH00000013,2022-02-01 02:02:41,IMP00057317,USR00100971,Mobile,story  ,CRE0030,0.0467
57318,CAMP00000012,CH00000003,2022-01-11 21:13:39,IMP00057318,USR00029328,Desktop,Feed,CRE0023,0.0055
57319,CAMP00000012,CH00000001,2022-03-15 21:16:11,IMP00057319,USR00093178,MOBILE,Top Banner,CRE0048,0.0116
57320,CAMP00000012,CH00000014,2022-02-02 09:06:45,IMP00057320,USR00120962,Desktop,Top Banner,CRE0013,0.0175
57321,CAMP00000012,CH00000007,2022-02-23 02:24:50,IMP00057321,USR00011271,DESKTOP  ,Feed,CRE0014,0.0465
57322,CAMP00000012,CH00000015,2022-02-25 07:26:11,IMP00057322,USR00097577,DESKTOP,Story,CRE0019,0.0169
57323,CAMP00000012,CH00000012,2022-01-29 08:08:28,IMP00057323,USR00089554,Mobile,Story,CRE0036,0.0478
57324,CAMP00000012,CH00000001,2022-03-14 01:18:05,IMP00057324,USR00146492,Desktop,Sidebar,CRE0033,0.0024
57325,CAMP00000012,CH00000011,2022-02-09 17:17:30,IMP00057325,USR00047448,Tablet,Sidebar,CRE0046,0.0493
57326,CAMP00000012,CH00000012,2022-01-14 05:16:40,IMP00057326,USR00106947,Desktop,Sidebar,CRE0019,0.0351
57327,CAMP00000012,CH00000004,2022-02-24 23:55:32,IMP00057327,USR00002230,Desktop,  Sidebar,CRE0032,0.0412
57328,CAMP00000012,CH00000011,2022-02-12 10:48:37,IMP00057328,USR00004766,Tablet,Sidebar,CRE0005,0.0263
57329,CAMP00000012,CH00000014,2022-01-24 09:35:15,IMP00057329,USR00092424,Tablet,Top Banner,CRE0037,0.0143
57330,CAMP00000012,CH00000009,2022-01-16 00:40:05,IMP00057330,USR00016558,TABLET,Top Banner,CRE0023,0.0443
57331,CAMP00000012,CH00000004,2022-02-20 10:26:30,IMP00057331,USR00121969,Tablet,story,CRE0013,0.0217
