click_key,campaign_id,channel_id,click_timestamp,click_id,impression_id,user_id,device_type,landing_page_url,cost
827,CAMP00000001,CH00000012,2023-01-31 22:09:08,CLK00000827,IMP00000320,USR00081009,Desktop,https://bookhoarder.com/deals,1.9762
828,CAMP00000013,CH00000007,2021-03-27 04:29:15,CLK00000828,IMP00061869,USR00008560,Mobile,https://bookhoarder.com/home,0.7785
829,CAMP00000015,CH00000007,2021-04-19 19:48:13,CLK00000829,IMP00073173,USR00128854,Mobile,https://bookhoarder.com/home,0.7412
830,CAMP00000009,CH00000002,2021-10-15 15:46:57,CLK00000830,IMP00042134,USR00079228,Mobile,https://bookhoarder.com/home,2.46
831,CAMP00000002,CH00000004,2022-11-24 12:46:49,CLK00000831,IMP00007826,USR00061550,Desktop,https://bookhoarder.com/bestsellers,1.8635
832,CAMP00000020,CH00000012,2022-08-23 08:01:57,CLK00000832,IMP00095203,USR00051168,Mobile,https://bookhoarder.com/deals,1.6489
833,CAMP00000006,CH00000009,2022-05-19 01:41:05,CLK00000833,IMP00025239,USR00010218,Mobile,https://bookhoarder.com/home,1.1805
834,CAMP00000009,CH00000014,2021-10-22 16:15:06,CLK00000834,IMP00044063,USR00012743,Desktop,https://bookhoarder.com/bestsellers,2.1532
835,CAMP00000014,CH00000010,2021-11-27 19:02:50,CLK00000835,IMP00069397,USR00036684,Tablet,https://bookhoarder.com/bestsellers,2.2274
836,CAMP00000006,CH00000008,2022-05-13 02:42:37,CLK00000836,IMP00028525,USR00022035,Desktop,https://bookhoarder.com/home,1.6392
837,CAMP00000001,CH00000014,2023-02-17 09:04:49,CLK00000837,IMP00000040,USR00015259,Mobile,https://bookhoarder.com/bestsellers,1.3579
838,CAMP00000003,CH00000008,2022-01-26 08:53:28,CLK00000838,IMP00012271,USR00047417,Mobile,https://bookhoarder.com/deals,0.4865
839,CAMP00000015,CH00000011,2021-04-27 08:24:39,CLK  00000839,IMP00074890,USR00046437,Desktop,https://bookhoarder.com/home,0.3864
840,CAMP00000011,CH00000004,2021-02-11 17:34:12,CLK00000840,IMP00052927,USR00021774,Desktop,https://bookhoarder.com/deals,0.9186
841,CAMP00000018,CH00000004,2021-07-03 20:44:34,CLK00000841,IMP00086872,USR00085511,Tablet,https://bookhoarder.com/home,2.0922
842,CAMP00000002,CH00000011,2022-10-07 14:26:14,CLK00000842,IMP00006323,USR00090109,Tablet,https://bookhoarder.com/deals,2.4538
843,CAMP00000018,CH00000003,2021-07-26 20:03:48,CLK00000843,IMP00088850,USR00038732,Desktop,https://bookhoarder.com/home,1.285
844,CAMP00000010,CH00000004,2022-11-17 16:21:21,CLK00000844,IMP00046211,USR00090197,Mobile,https://bookhoarder.com/home,1.7919
845,CAMP00000011,CH00000003,2021-03-26 20:00:51,CLK00000845,IMP00053166,USR00008190,Tablet,https://bookhoarder.com/bestsellers,1.6427
846,CAMP00000004,CH00000006,2022-06-21 12:04:22,CLK00000846,IMP00018226,USR00015501,Mobile,https://bookhoarder.com/home,0.7991
847,CAMP  00000016,CH00000011,2021-03-04 18:10:55,CLK00000847,IMP00078246,USR00081040,Desktop,https://bookhoarder.com/deals,2.4091
848,CAMP00000012,CH00000014,2022-01-26 03:32:45,CLK00000848,IMP00055693,USR00124196,Desktop,https://bookhoarder.com/home,1.8878
849,CAMP00000017,CH00000013,2022-07-14 08:40:28,CLK00000849,IMP00083486,USR00112759,Desktop,https://bookhoarder.com/bestsellers,2.4044
850,CAMP00000001,CH00000001,2023-02-03 21:42:11,CLK00000850,IMP00000509,USR00072959,Tablet,https://bookhoarder.com/home,0.4835
851,CAMP00000003,CH00000001,2022-01-02 11:43:52,CLK  00000851,IMP00012924,USR00001746,Mobile,https://bookhoarder.com/bestsellers,0.3691
852,CAMP00000018,CH00000005,2021-08-02 14:34:32,CLK00000852,IMP00085735,USR00047032,Mobile,https://bookhoarder.com/deals,1.8239
853,CAMP00000003,CH00000007,2022-01-12 09:59:06,CLK00000853,IMP00010542,USR00141642,Mobile,https://bookhoarder.com/deals,1.1491
854,CAMP00000004,CH00000015,2022-07-10 05:42:12,CLK00000854,IMP00016326,USR00139812,Tablet,https://bookhoarder.com/deals,1.6665
855,CAMP00000008,CH00000004,2023-01-04 14:34:21,CLK00000855,IMP00036519,USR00108953,Desktop,https://bookhoarder.com/bestsellers,1.5692
856,CAMP00000002,CH00000009,2022-11-07 16:06:28,CLK00000856,IMP00007113,USR00132980,Mobile,https://bookhoarder.com/bestsellers,0.705
857,CAMP00000008,CH  00000014,2023-01-03 23:04:44,CLK00000857,IMP00038127,USR00017967,Desktop,https://bookhoarder.com/deals,2.2389
858,camp00000016,CH  00000003,2021-04-08 11:14:43,CLK00000858,IMP00078155,USR00080183,Tablet,https://bookhoarder.com/bestsellers,0.4505
859,CAMP00000003,CH00000007,2021-12-21 00:54:46,CLK00000859,IMP00012103,USR00057026,Tablet,https://bookhoarder.com/bestsellers,1.1651
860,CAMP00000009,CH00000007,2021-10-25 02:11:07,CLK00000860,IMP00044531,USR00010267,Tablet,https://bookhoarder.com/home,2.2541
861,CAMP00000010,CH  00000009,2022-09-16 14:37:57,CLK00000861,IMP00049395,USR00054291,Tablet,https://bookhoarder.com/deals,0.8508
862,CAMP00000011,CH00000002,2021-03-14 19:36:45,CLK00000862,IMP00054418,USR00143444,Desktop,https://bookhoarder.com/home,0.5594
863,CAMP00000005,CH00000001,2022-07-12 22:10:26,CLK00000863,IMP00022804,USR00040928,Desktop,https://bookhoarder.com/deals,1.8342
864,CAMP00000019,CH00000003,2021-03-03 07:07:59,CLK00000864,imp00094981,USR00094112,Tablet,https://bookhoarder.com/deals,2.2253
865,CAMP00000010,CH00000008,2022-10-15 12:39:40,CLK00000865,IMP00046261,USR00147000,Desktop,https://bookhoarder.com/deals,2.4787
866,CAMP00000008,CH00000005,2022-12-25 19:21:04,clk00000866,IMP00038898,USR00103008,Mobile,https://bookhoarder.com/deals,0.3233
867,CAMP00000008,CH00000001,2023-01-10 08:06:03,CLK00000867,imp  00035385,USR00142255,Mobile,https://bookhoarder.com/home,1.2962
868,CAMP00000016,CH00000003,2021-03-20 04:22:28,CLK00000868,IMP00077819,USR00049812,Desktop,https://bookhoarder.com/home,1.8585
869,camp00000016,CH00000009,2021-03-12 16:26:11,CLK00000869,IMP00078222,USR00145146,Mobile,https://bookhoarder.com/deals,0.1262
870,CAMP00000012,CH00000007,2022-03-10 01:11:22,CLK  00000870,IMP00055308,USR00139889,Desktop,https://bookhoarder.com/home,1.8591
871,CAMP00000006,CH00000008,2022-05-15 10:35:16,CLK00000871,IMP00028427,USR00105386,Mobile,https://bookhoarder.com/home,1.2173
872,CAMP00000004,CH00000007,2022-07-12 02:29:41,CLK00000872,IMP00018507,USR00087053,Desktop,https://bookhoarder.com/deals,1.7738
873,CAMP00000015,CH00000011,2021-04-16 02:51:12,CLK00000873,IMP00070583,USR00107431,Desktop,https://bookhoarder.com/bestsellers,0.2607
874,CAMP  00000015,CH00000011,2021-04-26 00:13:42,CLK00000874,IMP00072385,USR00011370,Mobile,https://bookhoarder.com/home,2.3699
875,CAMP00000017,CH00000003,2022-07-23 15:49:11,CLK00000875,IMP00081659,USR00087549,Mobile,https://bookhoarder.com/deals,1.1322
876,CAMP00000012,CH  00000008,2022-03-02 21:17:22,CLK00000876,IMP00057098,USR00076211,Desktop,https://bookhoarder.com/home,2.1291
877,CAMP00000002,CH00000014,2022-10-05 13:27:55,CLK00000877,IMP00005332,USR00066654,Tablet,https://bookhoarder.com/home,0.1251
878,CAMP00000010,CH00000008,2022-10-13 05:23:29,CLK00000878,IMP00049201,USR00045230,Tablet,https://bookhoarder.com/home,0.1464
879,CAMP00000019,CH00000010,2021-03-24 20:18:54,CLK00000879,IMP00094556,USR00038978,Mobile,https://bookhoarder.com/home,1.42
880,CAMP00000019,CH00000002,2021-03-14 14:51:38,CLK00000880,IMP00092214,USR00058669,Tablet,https://bookhoarder.com/deals,0.3001
881,CAMP00000011,CH00000003,2021-02-01 21:31:08,CLK00000881,IMP00052564,USR00071580,Tablet,https://bookhoarder.com/deals,1.5905
882,CAMP00000020,CH00000003,2022-08-20 07:55:43,CLK00000882,IMP00097043,USR00004255,Desktop,https://bookhoarder.com/bestsellers,1.5815
883,CAMP00000009,CH00000006,2021-10-23 22:06:22,CLK00000883,IMP00042334,USR00053622,Tablet,https://bookhoarder.com/deals,1.1769
884,CAMP00000016,CH  00000014,2021-04-30 20:46:14,CLK00000884,IMP00076680,USR00039392,Desktop,https://bookhoarder.com/deals,1.8218
885,CAMP00000015,CH00000002,2021-04-22 14:51:07,CLK00000885,IMP00072681,USR00149575,Mobile,https://bookhoarder.com/bestsellers,2.188
886,CAMP00000007,CH00000012,2021-12-27 04:18:19,CLK  00000886,imp00034930,USR00125955,Tablet,https://bookhoarder.com/deals,1.8796
887,CAMP00000009,CH00000015,2021-10-20 00:54:17,CLK00000887,IMP  00044859,USR00004381,Desktop,https://bookhoarder.com/deals,1.0507
888,CAMP00000009,CH00000009,2021-10-10 18:12:46,CLK00000888,IMP00042707,USR00090990,Tablet,https://bookhoarder.com/deals,1.3541
889,CAMP00000017,CH00000002,2022-08-05 15:13:26,CLK00000889,IMP00084923,USR00050599,Desktop,https://bookhoarder.com/deals,1.0871
890,camp00000001,CH00000005,2023-01-10 10:04:15,CLK00000890,IMP00002813,USR00147103,Mobile,https://bookhoarder.com/deals,2.2202
891,CAMP00000009,CH00000004,2021-10-14 01:09:36,CLK00000891,imp00041467,USR00132418,Desktop,https://bookhoarder.com/home,2.4679
892,CAMP00000009,CH00000008,2021-10-21 14:25:16,CLK00000892,IMP00043794,USR00090092,Tablet,https://bookhoarder.com/bestsellers,2.4639
893,CAMP00000013,CH00000004,2021-02-20 00:27:18,CLK00000893,IMP00062093,USR00080459,Tablet,https://bookhoarder.com/bestsellers,0.2162
894,CAMP00000006,CH00000002,2022-05-15 04:20:32,CLK00000894,IMP00028718,USR00056412,Tablet,https://bookhoarder.com/bestsellers,1.3003
895,CAMP00000008,CH00000003,2022-12-09 10:13:49,CLK00000895,IMP00036213,USR00018183,Mobile,https://bookhoarder.com/bestsellers,0.6866
896,CAMP00000014,CH00000007,2021-11-28 05:40:23,CLK00000896,IMP00065671,USR00056872,Desktop,https://bookhoarder.com/bestsellers,0.8799
897,CAMP  00000016,CH00000009,2021-04-12 05:36:25,CLK00000897,IMP00078383,USR00108723,Desktop,https://bookhoarder.com/bestsellers,0.64
898,CAMP00000013,CH00000015,2021-04-07 20:20:28,CLK00000898,IMP00062544,USR00042549,Desktop,https://bookhoarder.com/deals,1.5729
899,CAMP00000001,CH00000009,2023-01-11 11:49:04,CLK00000899,IMP00000767,USR00068526,,https://bookhoarder.com/bestsellers,1.782
900,CAMP00000009,CH00000004,2021-10-25 12:27:41,CLK00000900,IMP00040260,USR00095587,Tablet,https://bookhoarder.com/home,1.949
901,CAMP00000010,CH00000005,2022-09-09 02:01:34,CLK00000901,IMP00046845,USR00076164,Desktop,https://bookhoarder.com/bestsellers,2.0201
902,CAMP00000015,CH00000001,2021-04-20 13:44:26,CLK00000902,IMP00070806,USR00045962,Mobile,https://bookhoarder.com/bestsellers,1.1496
903,CAMP00000020,CH00000003,2022-08-10 06:33:44,CLK00000903,IMP00098177,USR00052176,Tablet,https://bookhoarder.com/deals,0.2665
904,CAMP00000016,CH00000014,2021-04-20 01:57:21,CLK00000904,IMP00076876,USR00050787,Tablet,https://bookhoarder.com/deals,1.0494
905,CAMP00000012,CH00000015,2022-02-24 10:16:22,CLK00000905,IMP00055185,USR00149029,Mobile,https://bookhoarder.com/home,0.4726
906,CAMP00000002,CH00000010,2022-11-02 05:53:45,CLK00000906,IMP00005055,USR00147295,Tablet,https://bookhoarder.com/home,1.5564
907,CAMP00000018,CH00000007,2021-07-19 09:11:16,CLK00000907,IMP00088999,USR00058941,Mobile,https://bookhoarder.com/deals,1.3152
908,CAMP00000013,CH00000015,2021-03-28 22:11:06,CLK00000908,IMP  00063520,USR00057827,Mobile,https://bookhoarder.com/bestsellers,1.2369
909,CAMP00000016,CH00000002,2021-03-06 12:36:59,CLK00000909,IMP00077509,USR00075920,Mobile,https://bookhoarder.com/home,2.1815
910,CAMP00000010,CH00000014,2022-10-18 02:48:59,CLK00000910,IMP00049015,USR00103884,Mobile,https://bookhoarder.com/home,1.6618
911,CAMP00000001,CH00000010,2023-02-14 17:50:51,CLK00000911,IMP00003398,USR00010530,,https://bookhoarder.com/deals,1.7633
912,CAMP00000011,CH00000004,2021-02-12 18:26:48,CLK00000912,IMP00052807,USR00017201,Desktop,https://bookhoarder.com/bestsellers,2.3539
913,CAMP00000004,CH00000012,2022-06-13 21:34:39,CLK00000913,IMP00017611,USR00130975,Tablet,https://bookhoarder.com/deals,1.697
914,camp00000003,CH00000001,2021-12-29 12:33:18,CLK00000914,IMP00011433,USR00096765,Mobile,https://bookhoarder.com/bestsellers,2.4445
915,CAMP00000009,CH00000008,2021-10-21 23:07:54,CLK00000915,IMP00044173,USR00000301,Tablet,https://bookhoarder.com/home,2.0272
916,CAMP00000017,CH00000009,2022-07-30 08:45:22,CLK00000916,IMP00083449,USR00112479,Desktop,https://bookhoarder.com/bestsellers,0.5702
917,CAMP00000016,CH00000003,2021-04-14 02:53:06,CLK00000917,IMP00079030,USR00055719,Desktop,https://bookhoarder.com/home,1.7352
918,CAMP00000007,CH00000006,2021-11-25 03:43:16,CLK00000918,IMP00030109,USR00096814,Tablet,https://bookhoarder.com/bestsellers,1.9288
919,CAMP  00000017,CH00000006,2022-08-15 03:47:40,CLK00000919,IMP00084695,USR00147275,Mobile,https://bookhoarder.com/deals,0.9058
920,CAMP00000012,CH00000010,2022-02-03 21:02:53,CLK00000920,IMP00056520,USR00100729,Mobile,https://bookhoarder.com/bestsellers,1.5345
921,CAMP00000004,CH00000015,2022-06-29 14:14:54,CLK00000921,IMP00017898,USR00042977,Mobile,https://bookhoarder.com/deals,0.9594
922,CAMP00000011,CH00000012,2021-03-07 13:59:43,CLK00000922,IMP  00054380,USR00006148,Tablet,https://bookhoarder.com/deals,2.1962
923,CAMP00000017,CH00000010,2022-08-01 23:01:12,CLK00000923,IMP00080137,USR00082731,Desktop,https://bookhoarder.com/home,1.1354
924,CAMP00000007,CH00000007,2021-12-17 22:45:09,CLK00000924,IMP00034312,USR00103812,Desktop,https://bookhoarder.com/bestsellers,2.293
925,CAMP00000003,CH  00000002,2022-01-26 14:57:37,CLK00000925,IMP00012968,USR00105377,Tablet,https://bookhoarder.com/bestsellers,2.3153
926,CAMP00000006,CH00000009,2022-05-18 08:24:09,CLK00000926,IMP00028954,USR00138774,Mobile,https://bookhoarder.com/deals,0.2556
927,CAMP00000017,CH00000002,2022-07-17 00:03:33,CLK00000927,IMP00082798,USR00088140,,https://bookhoarder.com/deals,1.9516
928,CAMP00000004,CH00000013,2022-06-29 18:41:33,CLK00000928,IMP00017774,USR00143242,Tablet,https://bookhoarder.com/home,2.3834
929,CAMP00000002,ch00000010,2022-10-08 12:45:40,CLK00000929,IMP00005001,USR00004565,Mobile,https://bookhoarder.com/deals,1.3437
930,CAMP  00000014,CH00000007,2021-12-28 10:37:28,CLK00000930,IMP00067148,USR00109140,Tablet,https://bookhoarder.com/bestsellers,2.0227
931,CAMP00000002,CH00000002,2022-12-09 13:05:55,CLK  00000931,IMP00005818,USR00126778,Tablet,https://bookhoarder.com/deals,0.8605
932,CAMP00000016,CH00000013,2021-04-20 05:22:29,CLK00000932,IMP00076788,USR00059292,Mobile,https://bookhoarder.com/home,1.2363
933,CAMP00000004,CH00000010,2022-06-18 03:51:53,CLK00000933,IMP00018081,USR00052822,Desktop,https://bookhoarder.com/bestsellers,0.3027
934,CAMP00000013,CH00000014,2021-04-07 08:56:24,CLK00000934,IMP00064833,USR00065836,Mobile,https://bookhoarder.com/deals,1.3481
935,CAMP  00000013,CH00000007,2021-03-10 17:07:02,CLK00000935,IMP00060946,USR00083896,Desktop,https://bookhoarder.com/bestsellers,1.7566
936,CAMP00000009,CH00000003,2021-10-11 21:17:56,CLK00000936,IMP00042907,USR00021425,Mobile,https://bookhoarder.com/deals,0.3925
937,CAMP00000017,CH00000012,2022-08-29 11:55:00,CLK00000937,IMP00081339,USR00138042,Mobile,https://bookhoarder.com/bestsellers,0.7034
938,CAMP00000001,CH00000001,2023-01-21 01:42:48,CLK00000938,IMP00002709,USR00039717,Tablet,https://bookhoarder.com/bestsellers,0.1938
939,CAMP00000003,CH00000006,2021-12-19 18:40:43,CLK00000939,IMP00010095,USR00075828,Tablet,https://bookhoarder.com/bestsellers,1.9083
940,CAMP00000002,CH00000002,2022-10-25 03:32:07,CLK00000940,IMP00007796,USR00052557,Tablet,https://bookhoarder.com/home,1.8594
941,CAMP00000015,CH00000003,2021-04-13 12:11:34,CLK00000941,IMP  00073551,USR00103666,Desktop,https://bookhoarder.com/bestsellers,1.7363
942,CAMP00000017,CH00000013,2022-07-15 12:58:14,CLK00000942,IMP00080348,USR00145385,Tablet,https://bookhoarder.com/home,2.4314
943,CAMP00000008,CH00000001,2022-12-02 02:15:58,CLK00000943,IMP00038670,USR00035134,Desktop,https://bookhoarder.com/bestsellers,2.3331
944,CAMP00000011,CH00000015,2021-03-03 13:19:57,CLK00000944,IMP00051420,USR00117062,Desktop,https://bookhoarder.com/home,0.5343
945,CAMP00000015,CH00000012,2021-04-18 02:54:29,CLK00000945,IMP00074278,USR00039208,Tablet,https://bookhoarder.com/home,0.4319
946,CAMP00000007,CH00000006,2021-12-19 05:57:15,CLK  00000946,IMP00033850,USR00020771,Tablet,https://bookhoarder.com/deals,1.2333
947,CAMP  00000007,CH00000015,2021-12-03 08:57:53,CLK00000947,IMP00034542,USR00100125,Mobile,https://bookhoarder.com/bestsellers,2.1703
948,CAMP00000002,CH00000013,2022-10-02 11:19:54,CLK00000948,IMP00008238,USR00101468,Mobile,https://bookhoarder.com/home,0.3607
949,CAMP00000018,CH00000014,2021-07-11 15:17:24,CLK00000949,IMP00088472,USR00069143,Mobile,https://bookhoarder.com/deals,0.4969
950,CAMP00000005,CH00000012,2022-08-27 11:34:38,CLK00000950,IMP00022410,USR00111791,Tablet,https://bookhoarder.com/home,0.9989
951,CAMP00000011,CH00000001,2021-03-13 05:53:23,CLK00000951,IMP00051105,USR00108533,Tablet,https://bookhoarder.com/deals,1.3165
952,CAMP00000009,CH00000013,2021-10-22 20:20:12,CLK00000952,IMP00044847,USR00027989,Mobile,https://bookhoarder.com/bestsellers,1.087
953,CAMP00000001,CH00000001,2023-02-06 09:40:27,CLK00000953,IMP00003922,USR00146328,Mobile,https://bookhoarder.com/home,0.4514
954,CAMP00000008,CH00000014,2023-01-03 04:20:58,CLK00000954,IMP00035699,USR00139764,Mobile,https://bookhoarder.com/bestsellers,1.6676
955,CAMP00000007,CH00000005,2021-11-19 23:21:06,CLK00000955,IMP00033105,USR00011009,Mobile,https://bookhoarder.com/home,0.3851
956,CAMP00000014,CH  00000005,2021-11-19 01:06:57,CLK00000956,IMP00065397,USR00091069,Mobile,https://bookhoarder.com/deals,0.8137
957,CAMP00000007,CH00000006,2021-11-29 14:09:06,CLK00000957,IMP00032546,USR00149021,Tablet,https://bookhoarder.com/bestsellers,0.7718
958,CAMP00000002,CH00000011,2022-10-24 11:10:09,CLK00000958,IMP00005810,USR00105948,Desktop,https://bookhoarder.com/bestsellers,1.9518
959,CAMP00000002,CH00000015,2022-11-27 12:30:50,CLK00000959,IMP00005905,USR00110217,Tablet,https://bookhoarder.com/bestsellers,0.5372
960,CAMP  00000012,ch00000015,2022-03-01 23:09:46,CLK00000960,IMP00055742,USR00120675,Tablet,https://bookhoarder.com/bestsellers,0.4632
961,CAMP00000004,CH00000008,2022-06-22 09:25:05,CLK00000961,IMP00015025,USR00119628,Tablet,https://bookhoarder.com/bestsellers,2.2677
962,CAMP00000011,CH00000015,2021-01-30 19:54:28,CLK00000962,IMP00053095,USR00120204,Mobile,https://bookhoarder.com/bestsellers,1.3171
963,CAMP00000013,CH00000006,2021-04-07 22:52:33,CLK00000963,IMP00061480,USR00050769,Mobile,https://bookhoarder.com/home,0.4318
964,camp00000002,CH  00000012,2022-10-05 10:31:56,CLK00000964,IMP00006870,USR00073594,Mobile,https://bookhoarder.com/bestsellers,0.2763
965,CAMP00000014,CH00000012,2022-01-12 15:27:31,CLK00000965,IMP00069898,USR00015967,Tablet,https://bookhoarder.com/bestsellers,0.5275
966,CAMP00000002,CH  00000015,2022-11-20 21:24:00,CLK00000966,IMP00007676,USR00006566,Mobile,https://bookhoarder.com/home,0.2625
967,CAMP00000009,CH00000002,2021-10-23 16:57:51,CLK00000967,IMP00041319,USR00017786,Mobile,https://bookhoarder.com/home,1.2805
968,CAMP00000020,CH00000015,2022-08-19 12:56:40,CLK  00000968,IMP  00095280,USR00046868,Mobile,https://bookhoarder.com/deals,1.6386
969,CAMP00000008,CH00000005,2023-01-19 16:54:54,CLK  00000969,IMP00037494,USR00009662,Mobile,https://bookhoarder.com/deals,0.4222
970,CAMP00000007,CH00000011,2021-11-25 04:05:46,CLK00000970,IMP00030012,USR00062835,Desktop,https://bookhoarder.com/bestsellers,0.7482
971,CAMP00000015,CH00000006,2021-04-16 11:40:05,CLK00000971,IMP00074459,USR00086929,Desktop,https://bookhoarder.com/home,2.2831
972,CAMP00000012,CH00000003,2022-01-28 16:27:00,CLK00000972,IMP00059122,USR00149274,Desktop,https://bookhoarder.com/bestsellers,1.4518
973,CAMP00000005,CH00000004,2022-07-20 05:57:56,CLK00000973,IMP  00022765,USR00009532,Mobile,https://bookhoarder.com/home,2.1026
974,CAMP00000001,CH00000002,2023-02-03 23:20:16,CLK00000974,IMP00000377,USR00002254,Tablet,https://bookhoarder.com/home,0.6523
975,CAMP00000006,CH00000014,2022-05-21 23:42:21,CLK00000975,IMP00029154,USR00029677,Tablet,https://bookhoarder.com/home,0.4885
976,camp00000009,CH00000014,2021-10-22 00:47:14,CLK00000976,IMP00041088,USR00000711,Tablet,https://bookhoarder.com/home,1.9069
977,CAMP00000008,CH00000005,2023-01-08 17:47:29,CLK00000977,IMP00036304,USR00126594,Mobile,https://bookhoarder.com/bestsellers,2.299
978,CAMP00000003,CH00000014,2022-02-08 09:00:57,clk00000978,IMP00012993,USR00056531,Mobile,https://bookhoarder.com/home,0.3975
979,CAMP00000006,CH00000007,2022-05-13 13:57:32,CLK00000979,imp00027130,USR00122727,Mobile,https://bookhoarder.com/deals,1.1873
980,CAMP00000020,CH00000008,2022-08-24 03:27:22,CLK00000980,IMP00096122,USR00067394,Mobile,https://bookhoarder.com/bestsellers,0.2943
981,CAMP00000020,CH00000013,2022-08-17 03:29:28,CLK00000981,IMP00098416,USR00144623,Desktop,https://bookhoarder.com/bestsellers,1.921
982,CAMP00000013,CH00000002,2021-03-17 22:30:58,CLK00000982,IMP00062417,USR00064045,Tablet,https://bookhoarder.com/bestsellers,2.4479
983,CAMP00000010,CH  00000003,2022-09-12 17:28:15,CLK00000983,IMP00046815,USR00127617,Desktop,https://bookhoarder.com/deals,0.7933
984,CAMP00000002,CH00000014,2022-11-07 22:36:26,CLK00000984,IMP00009888,USR00078534,Desktop,https://bookhoarder.com/deals,2.3242
985,CAMP  00000009,CH00000008,2021-10-12 04:35:59,CLK00000985,IMP00042018,USR00120709,Desktop,https://bookhoarder.com/bestsellers,1.6012
986,CAMP00000012,CH00000008,2022-01-15 15:28:13,CLK00000986,IMP00055538,USR00101717,Mobile,https://bookhoarder.com/deals,2.0808
987,CAMP00000002,CH00000010,2022-10-10 04:43:40,CLK00000987,IMP00007154,USR00091696,Desktop,https://bookhoarder.com/deals,2.2227
988,CAMP00000012,CH00000005,2022-02-22 12:12:14,CLK00000988,IMP00057102,USR00109191,Mobile,https://bookhoarder.com/deals,2.1463
989,CAMP00000019,CH00000010,2021-02-27 05:17:43,CLK00000989,IMP00092453,USR00055988,Desktop,https://bookhoarder.com/home,2.3661
990,CAMP00000006,CH00000006,2022-05-11 16:07:49,CLK00000990,IMP00029079,USR00084566,Tablet,https://bookhoarder.com/deals,0.4079
991,CAMP00000003,CH00000010,2022-01-24 13:51:40,CLK00000991,IMP00010769,USR00036670,Desktop,https://bookhoarder.com/bestsellers,2.4393
992,CAMP00000006,CH00000014,2022-05-17 16:53:48,CLK00000992,IMP00028425,USR00084061,Tablet,https://bookhoarder.com/deals,0.2859
993,CAMP00000016,CH00000008,2021-03-09 14:01:54,CLK00000993,IMP00077493,USR00003825,Tablet,https://bookhoarder.com/deals,0.4869
994,CAMP00000010,CH00000007,2022-10-05 11:02:42,CLK00000994,IMP00045503,USR00130260,Mobile,https://bookhoarder.com/deals,0.778
995,CAMP00000019,CH00000012,2021-02-27 01:50:19,CLK00000995,IMP00090841,USR00133135,Mobile,https://bookhoarder.com/home,0.1066
996,CAMP00000008,CH00000013,2022-12-06 06:42:57,CLK00000996,IMP00039564,USR00130486,Desktop,https://bookhoarder.com/home,0.567
997,CAMP00000008,CH00000007,2022-12-07 16:34:30,CLK00000997,IMP00039718,USR00027253,Mobile,https://bookhoarder.com/bestsellers,2.2645
998,CAMP00000015,CH  00000004,2021-04-23 05:34:21,CLK00000998,IMP00072830,USR00039732,Mobile,https://bookhoarder.com/bestsellers,1.0907
999,CAMP00000001,CH00000006,2023-02-04 16:43:33,CLK00000999,IMP00004337,USR00034278,Tablet,https://bookhoarder.com/deals,1.1505
1000,CAMP  00000016,CH00000010,2021-04-11 07:27:39,CLK00001000,IMP00078145,USR00026858,Desktop,https://bookhoarder.com/home,0.7439
1001,CAMP00000002,CH00000004,2022-11-08 15:09:40,CLK00001001,IMP00007636,USR00131992,Mobile,https://bookhoarder.com/home,0.3619
1002,CAMP00000015,CH00000013,2021-04-20 18:37:49,CLK00001002,IMP00070616,USR00088597,Tablet,https://bookhoarder.com/bestsellers,2.0212
1003,CAMP00000019,CH00000011,2021-03-16 21:43:50,CLK00001003,IMP00090885,USR00005274,Mobile,https://bookhoarder.com/bestsellers,0.9277
1004,CAMP00000008,CH00000013,2022-12-02 07:07:10,CLK00001004,IMP00037081,USR00143290,Tablet,https://bookhoarder.com/bestsellers,1.8474
1005,CAMP00000011,CH00000007,2021-01-29 13:16:50,CLK00001005,IMP00051101,USR00060205,Tablet,https://bookhoarder.com/bestsellers,0.9587
1006,CAMP00000006,CH00000014,2022-05-22 18:46:36,CLK00001006,imp00025808,USR00016305,Desktop,https://bookhoarder.com/deals,0.5032
1007,CAMP00000001,CH00000001,2023-01-07 14:55:20,CLK00001007,IMP00000910,USR00013436,Tablet,https://bookhoarder.com/home,1.5992
1008,CAMP00000014,CH00000009,2022-01-09 15:34:17,CLK00001008,IMP00068204,USR00119456,Desktop,https://bookhoarder.com/home,0.2945
1009,CAMP00000017,CH00000001,2022-07-14 04:27:50,CLK  00001009,IMP00081462,USR00116105,Tablet,https://bookhoarder.com/deals,2.2331
1010,CAMP00000016,CH00000007,2021-03-24 03:05:38,CLK00001010,IMP00077889,USR00017430,Tablet,https://bookhoarder.com/deals,0.8931
1011,CAMP  00000005,CH00000008,2022-07-17 10:32:22,CLK00001011,IMP00024532,USR00102840,Tablet,https://bookhoarder.com/bestsellers,0.2175
1012,CAMP00000004,CH00000011,2022-06-03 13:48:00,CLK00001012,IMP  00018076,USR00067495,Desktop,https://bookhoarder.com/bestsellers,0.4861
1013,CAMP00000006,CH00000001,2022-05-11 23:08:46,CLK00001013,IMP00026391,USR00015094,Mobile,https://bookhoarder.com/bestsellers,1.2975
1014,CAMP00000005,CH00000011,2022-08-07 07:43:07,CLK00001014,IMP00024976,USR00003121,Tablet,https://bookhoarder.com/home,0.5463
1015,CAMP00000004,CH00000010,2022-07-01 17:03:44,CLK00001015,IMP00015482,USR00022201,Desktop,https://bookhoarder.com/deals,1.4683
