product_key,product_id,isbn,title,author,publisher,publication_date,product_type,genre,sub_genre,language,page_count,duration_minutes,price,cost,in_stock,stock_quantity,bestseller_flag,new_release_flag,effective_date,expiry_date
3369,PROD00002696,9780517189603,The Secret Garden  ,Frances Hodgson Burnett,Simon & Schuster,1911-08-10,Physical,Fiction,Historical Fiction,English,331,,39.86,7.33,1,231,0,0,1914-02-21,
3370,PROD00002697,9780140385724,The Outsiders,S.E. Hinton  ,Macmillan,1967-12-02,E-book,Fiction,Contemporary Fiction,Spanish,192,,24.88,4.63,1,49,0,0,1971-11-01,
3371,PROD00002698,9780375751516,THE PICTURE OF DORIAN GRAY,  OSCAR WILDE,Macmillan,1890-09-09,Audiobook  ,Fiction,  Contemporary Fiction,English,,423,27.26,11.5,1,358,0,0,1894-05-09,
3372,PROD00002699,9781451648539,Steve Jobs,Walter Isaacson,Macmillan,2011-09-04,Audiobook,  History,Military History,Spanish,,1093,27.18,7.85,1,466,0,0,2014-01-30,
3373,PROD00002700,9781250012579,Eleanor & Park,Rainbow Rowell,Hachette,2013-09-22,Physical,Fiction,Contemporary Fiction,English,328,,33.8,13.54,1,223,0,0,2016-03-01,
3374,PROD00002701,9780751529814,Tuesdays with Morrie,Mitch Albom,Macmillan,1997-02-12,E-book,Fiction,Contemporary Fiction,English,210,,18.46,10.94,1,188,0,0,1997-09-27,
3375,PROD00002702,  9780451525260,Les Miserables,Victor Hugo,Macmillan,1862-11-28,Physical,Fiction,Historical Fiction,English,1463,,19.02,13.12,1,336,0,0,1865-11-04,
3376,PROD00002703,,American Gods,Neil Gaiman,SIMON & SCHUSTER,2001-06-13,Audiobook,Fantasy,Epic Fantasy,French,,1058,34.17,14.01,1,216,0,0,2004-08-26,
3377,PROD00002704,9780142403884,Charlie and the Chocolate Factory,Roald Dahl,,,PHYSICAL,Fiction,,French,176,,30.04,9.9,1,104,0,0,1966-08-10,1965-09-10
3378,PROD00002704,9780142403884,Charlie and the Chocolate Factory,Roald Dahl,Penguin Random House,1964-05-06,Physical,Fiction,Historical Fiction,French,176,,26.7,8.8,1,236,0,0,1966-05-27,1965-05-09
3379,PROD00002704,9780142403884,charlie and the chocolate factory,Roald Dahl,Penguin Random House,1964-05-06,  Physical,Fiction,Historical Fiction,FRENCH,176,,24.03,7.92,1,165,0,0,1966-02-21,
3380,PROD00002705,9780553582024,A Feast for Crows,George R.R. Martin,HarperCollins,2025-06-07,Audiobook,Fantasy,DARK FANTASY,English,,1768,20.27,7.65,1,487,0,0,2008-08-12,
3381,PROD00002706,9781595141743,Vampire Academy,Richelle Mead,Penguin Random House,2007-06-03,Physical,Fantasy,Epic Fantasy,French,,,38.63,17.3,1,90,0,0,2009-12-06,2008-12-12
3382,PROD00002706,9781595141743,Vampire Academy,RICHELLE MEAD,Penguin Random House,2007-06-03,Physical,Fantasy,Epic Fantasy,French,332,,35.22,15.78,1,122,0,0,2009-09-08,2011-03-20
3383,PROD00002706,9781595141743,VAMPIRE ACADEMY,Richelle Mead,Penguin Random House,2007-06-03,PHYSICAL,Fantasy,Epic Fantasy,French,332,,32.37,14.5,1,266,0,0,2011-03-20,2010-10-13
3384,PROD00002706,9781595141743,Vampire Academy,Richelle Mead,Penguin Random House,2007-06-03,Physical,Fantasy,Epic Fantasy,French,332,,29.94,13.41,1,124,0,0,2010-12-17,
3385,PROD00002707,,Beautiful Disaster,Jamie McGuire,Hachette,2011-05-01,Physical,Romance,Historical Romance,spanish,319,,51.57,11.78,1,105,0,0,2012-08-29,2011-11-10
3386,PROD00002707,,Beautiful Disaster,  Jamie McGuire,Hachette,2011-05-01,Physical,  Romance,HISTORICAL ROMANCE,Spanish,319,,47.02,10.74,1,231,0,0,2012-04-17,2011-11-24
3387,PROD00002707,,Beautiful Disaster,Jamie McGuire,Hachette,2011-05-01,Physical,  Romance,Historical Romance,spanish,319,,43.21,9.87,1,131,0,0,2012-01-19,2011-04-09
3388,PROD00002707,,Beautiful Disaster,Jamie McGuire,Hachette,2011-05-01,Physical,Romance,Historical Romance,SPANISH,319,,39.97,9.13,1,60,0,0,2011-12-21,
3389,PROD00002708,9780446547567,The Last Song,Nicholas Sparks,Simon & Schuster,2008-11-20,Physical,Romance  ,Historical Romance,Spanish,390,,23.55,13.33,1,324,0,0,2011-04-17,
3390,PROD00002709,9780385340991,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,Simon & Schuster,2008-05-10,Audiobook,Fiction,Contemporary Fiction,English,,461,12.38,12.45,1,230,0,0,2011-07-16,
3391,PROD00002710,9780007205233,Angela's Ashes: A Memoir,Frank McCourt,Hachette,1996-07-11,E-book,Fiction,  Literary Fiction,French,432  ,,24.92,9.43,1,494,0,0,1999-01-02,
3392,PROD00002711,9780192802637,Persuasion,Jane Austen,HarperCollins,1817-02-11,Physical,Fiction,Contemporary Fiction,German,249  ,,30.07,12.67,1,227,0,0,1820-12-05,
3393,PROD00002712,9780679745587,IN COLD BLOOD,Truman Capote,Simon & Schuster,1966-06-11,Physical,Fiction,contemporary fiction,Spanish,343,,38.11,11.17,1,226,0,0,1966-11-22,
3394,PROD00002713,,Fangirl,Rainbow Rowell,Penguin Random House,2013-01-08,Audiobook,  Fiction,  Historical Fiction,French,,801,17.15,10.89,1,263,0,0,2015-11-01,
3395,PROD00002714,9780739461198,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,HarperCollins,2005-12-08,Physical,Fiction,  Historical Fiction,French,291,,11.72,3.63,1,366,0,0,2007-11-15,
3396,PROD00002715,9780316017923,Outliers: The Story of Success,Malcolm Gladwell,Macmillan,2008-06-18,Physical,Fiction,Historical Fiction,french,309,,24.95,8.5,1,204,0,0,2010-05-21,
3397,PROD00002716,9780099446781,The Silence of the Lambs,Thomas Harris,Simon & Schuster,1988-01-12,Physical,Fiction  ,Literary Fiction,  German,338,,39.77,14.28,1,293,0,0,1988-03-24,
3398,PROD00002717,9780450417399,Misery,  Stephen King,Penguin Random House,1987-11-11,E-book,Fiction,Literary Fiction,French,  370,,34.95,13.37,1,98,0,0,1990-10-07,
3399,PROD00002718,9780312370831  ,Sarah's Key,Tatiana de Rosnay,Macmillan,2006-08-28,E-book,Fiction,Historical Fiction,German,294,,21.42,13.81,1,292,0,0,2011-02-02,2010-01-09
3400,PROD00002718,9780312370831,Sarah's Key,TATIANA DE ROSNAY,Macmillan,2006-08-28,E-book,Fiction,Historical Fiction,German,294,,18.21,11.74,1,103,0,0,2010-10-04,
3401,PROD00002719,9780743269513,The 7 Habits of Highly Effective People,Stephen R. Covey,Penguin Random House,1989-07-03,Physical,Fiction,contemporary fiction,German,372,,30.49,8.28,1,260,0,0,1993-02-20,
3402,PROD00002720,9780385751063,The Boy in the Striped Pyjamas,John Boyne,Simon & Schuster,2006-03-04,Physical,Fiction,Literary Fiction,Spanish,224,,16.32,4.02,1,240,0,0,2007-07-29,
3403,PROD00002721,9780060530921,The Graveyard Book,Neil Gaiman,Simon & Schuster,2008-03-22,Audiobook,Fantasy,Dark Fantasy,French,,520,25.54,3.7,1,96,0,0,2008-07-18,
3404,PROD00002722,9780061125270,The Voyage of the Dawn Treader,  C.S. Lewis,Macmillan,1952-04-06,Physical,Fiction,Literary Fiction,Spanish,248,,33.33,14.02,1,16,0,0,1953-08-31,
3405,PROD00002723,9780446692632,Along Came a Spider,JAMES PATTERSON,Simon & Schuster,1993-02-03,E-book,Mystery,Detective Fiction,English,435,,26.23,11.31,1,333,0,0,1993-07-30,
3406,PROD00002724,9781558743663,"A Child Called ""It"": One Child's Courage to Survive",Dave Pelzer,HarperCollins,1995-04-22,Physical,Fiction,Contemporary Fiction,Spanish,184  ,,32.84,4.85,1,60,0,0,1995-11-21,
3407,PROD00002725,9780380395866,Watership Down,Richard Adams,Hachette,1972-01-07,E-book,Fiction,Historical Fiction,english,478,,14.43,10.07,,496,0,0,1972-09-15,
3408,PROD00002726,9780062310637,Red Queen,Victoria Aveyard,Penguin Random House,2015-05-19,Physical,Fantasy,Dark Fantasy,German,383,,24.24,11.31,1,190,0,0,2015-08-22,
3409,PROD00002727,9780553803716,Foundation,Isaac Asimov,Simon & Schuster,1951-05-21,Audiobook,Fiction,Historical Fiction,English,,406,29.6,8.83,1,288,0,0,1951-09-02,
3410,PROD00002728,9780152063962,Graceling,KRISTIN CASHORE,Macmillan,2008-05-01,Physical,Fantasy,Epic Fantasy,Spanish,471,,32.61,10.37,1,81,0,0,2011-08-05,
3411,PROD00002729,9780399162411,the 5th wave,Rick Yancey,Penguin Random House,2013-11-13,audiobook,Fiction,Literary Fiction,English,,761,18.96,8.07,1,232,0,0,2015-01-29,
3412,PROD00002730,9780812968064,Snow Flower and the Secret Fan,Lisa See,Penguin Random House,2005-04-21,Audiobook,Fiction,Literary Fiction  ,French,,448,27.44,6.08,,82,0,0,2008-01-13,
3413,PROD00002731,9780525423270,Anna and the French Kiss,Stephanie Perkins,Hachette,2010-05-04,Physical,Fiction,Literary Fiction,Spanish,  372,,32.01,10.86,1,77,0,0,2012-09-27,2012-06-27
3414,PROD00002731,9780525423270,ANNA AND THE FRENCH KISS,Stephanie Perkins,Hachette,2010-05-04,Physical,Fiction,Literary Fiction,Spanish,372  ,,27.21,9.23,1,223,0,0,2012-09-16,
3415,PROD00002732,9780446579933,The Lucky One,Nicholas Sparks,HarperCollins,,E-book,Romance,Historical Romance,French,,,19.87,4.04,1,121,0,0,2010-12-30,2009-12-08
3416,PROD00002732,9780446579933,The Lucky One,NICHOLAS SPARKS,HarperCollins,2008-12-19,E-book,Romance,Historical Romance,French,326,,16.89,3.43,1,172,0,0,2010-07-08,
3417,PROD00002733,9780061142024,Stardust,Neil Gaiman,Macmillan,1998-01-04,Physical,Fantasy,Epic Fantasy,English  ,248,,11.7,9.79,,428,0,0,2000-09-12,
3418,PROD00002734,9780679879251,The Subtle Knife,Philip Pullman,Macmillan,1997-06-11,Physical,Fiction,Literary Fiction,French,326  ,,26.57,14.58,1,70,0,0,2000-11-23,
3419,PROD00002735,9780061950728  ,orphan train,christina baker kline,HarperCollins,2013-01-25,Physical,Fiction,Contemporary Fiction,German,278,,15.6,9.31,1,440,0,0,2014-02-09,
3420,PROD00002736,9780307279460,A Walk in the Woods,Bill Bryson,Simon & Schuster,1997-02-12,  Physical,Fiction,Historical Fiction,Spanish,397,,25.1,11.94,,222,0,0,1998-06-02,
3421,PROD00002737,9780743496728,Nineteen Minutes,Jodi Picoult,Simon & Schuster,2007-08-02,E-book,FICTION,Literary Fiction,,440,,44.92,15.07,,49,0,0,2012-03-27,2010-12-31
3422,PROD00002737,9780743496728,Nineteen Minutes,Jodi Picoult,,2007-08-02,E-book,Fiction,,French,440,,39.93,13.4,1,269,0,0,2011-11-24,2011-01-26
3423,PROD00002737,9780743496728,Nineteen Minutes,Jodi Picoult,simon & schuster,2007-08-02,E-book,Fiction,Literary Fiction,french,440,,35.94,12.06,1,255,0,0,2011-06-11,
3424,PROD00002738,9780571224388,Nesnesitelna lehkost byti,Milan Kundera  ,Hachette,1984-10-01,E-book,Fiction,Historical Fiction,Spanish,320,,27.63,5.2,1,473,0,0,1986-03-20,
3425,PROD00002739,9780345404473,Do Androids Dream of Electric Sheep?,Philip K. Dick,HarperCollins,1968-08-27,Audiobook,Fantasy,epic fantasy,English,,406,35.59,9.72,1,237,0,0,1972-08-21,
3426,PROD00002740,9781423113386,The Red Pyramid,Rick Riordan,HarperCollins,2010-09-23,Physical,Fantasy,Urban Fantasy,ENGLISH,516,,23.93,5.02,1,225,0,0,2011-01-31,
3427,PROD00002741,9780446696616,1st To Die,James Patterson,Macmillan,2001-11-07,E-book,Mystery,Police Procedural,German,462,,31.17,12.95,1,58,0,0,2002-02-17,
3428,PROD00002742,9781416989431,Crescendo,Becca Fitzpatrick,  Simon & Schuster,2010-12-14,Physical,Fiction,  Historical Fiction,English,  427,,38.54,8.72,1,66,0,0,2014-01-19,
3429,PROD00002743,9780156001311,Il nome della rosa,Umberto Eco,Penguin Random House,1980-01-13,E-book,Fiction,Literary Fiction,Spanish,536,,30.95,5.29,1,272,0,0,1982-01-08,
3430,PROD00002744,9781420925531,A Study in Scarlet,Arthur Conan Doyle,Penguin Random House,2025-03-06,E-book,Mystery,Detective Fiction,Spanish,108,,15.59,7.92,1,64,0,0,1889-04-02,1888-05-19
3431,PROD00002744,9781420925531,A Study in Scarlet,Arthur Conan Doyle,Penguin Random House,1887-06-14,  e-book,Mystery,  Detective Fiction,Spanish,108,,13.25,6.73,1,498,0,0,1889-01-18,
3432,PROD00002745,,Les Trois Mousquetaires,Alexandre Dumas,Simon & Schuster,1844-04-13,Physical,  Fiction,  Literary Fiction,English,786,,39.36,14.52,1,417,0,0,1847-03-07,
3433,PROD00002746,9780440238157,The Amber Spyglass,Philip Pullman,Penguin Random House,2000-06-24,Audiobook,Fantasy,Epic Fantasy,German,,778,13.06,9.79,1,325,0,0,2000-09-12,
3434,PROD00002747,9780525422945,  Where She Went,Gayle Forman,Simon & Schuster,2011-12-09,Audiobook,Fiction,Contemporary Fiction,French,,440,35.68,12.01,1,399,0,0,2015-10-29,
3435,PROD00002748,9780141043760,What Alice Forgot,Liane Moriarty,HarperCollins,2009-08-13,PHYSICAL,Fiction,Historical Fiction,English,476,,25.33,7.38,1,404,0,0,2010-10-20,
3436,PROD00002749,9780441012183,Dead to the World,Charlaine Harris,Simon & Schuster,2004-02-05,E-BOOK,Fantasy,Urban Fantasy,Spanish  ,291,,14.81,7.57,1,393,0,0,2006-10-01,
3437,PROD00002750,9780670061051,Just Listen,Sarah Dessen,HarperCollins,2006-06-08,E-book,Fiction,Contemporary Fiction,German,371,,11.0,4.52,1,75,0,0,2007-02-09,
3438,PROD00002751,9780802798237,Perfect Chemistry,Simone Elkeles,Simon & Schuster,2008-10-15,Physical,Romance,Historical Romance,Spanish,368,,36.57,10.24,1,40,0,0,2011-10-11,
3439,PROD00002752,9780316777735,Naked,David Sedaris,Hachette,1997-09-26,Physical,Fiction,Historical Fiction,German,304,,11.58,11.39,1,451,0,0,2001-03-31,
3440,PROD00002753,9781400079278,Hai Bian nokahuka,Haruki Murakami,Macmillan,2002-02-28,Audiobook,Fiction,Contemporary Fiction,German,,800,33.78,12.35,1,341,0,0,2003-02-11,
3441,PROD00002754,9780805072457,Peter Pan,J.M. Barrie,Hachette,1904-04-19,physical,Fantasy,epic fantasy,Spanish,789,,14.33,13.76,1,262,0,0,1906-06-03,
3442,PROD00002755,9780192833983,Voina i mir',Leo Tolstoy,Macmillan,1868-10-26,Audiobook,FICTION,Historical Fiction,Spanish,,2320,17.57,7.55,1,339,0,0,1871-06-13,
3443,PROD00002756,9781400031702,The Secret History,Donna Tartt  ,Hachette,1992-06-09,Audiobook,Fiction,Contemporary Fiction,French,,931  ,39.53,10.37,1,405,0,0,1993-07-29,
3444,PROD00002757,9780061978067,Pandemonium,LAUREN OLIVER,Simon & Schuster,2012-05-04,E-book,Fiction,Literary Fiction,German,375,,16.78,9.72,1,499,0,0,2013-02-18,
3445,PROD00002758,9780425266748,Easy,  Tammara Webber,Harpercollins,2012-03-01,E-book,Romance,Paranormal Romance,Spanish,336,,14.4,3.98,,449,0,0,2013-02-11,
3446,PROD00002759,9780553380163,A BRIEF HISTORY OF TIME: FROM THE BIG BANG TO BLACK HOLES,Stephen Hawking,Simon & Schuster,1987-08-10,E-book,Fiction,Contemporary Fiction,French,212,,25.26,7.25,1,322,0,0,1989-07-20,
3447,PROD00002760,9780385334204,Breakfast of Champions,Kurt Vonnegut Jr.,Hachette,1973-10-12,Physical,Fiction,Contemporary Fiction,German,303,,28.85,4.84,1,194,0,0,1973-12-17,
3448,PROD00002761,  9780767902892,The Things They Carried,Tim O'Brien,Simon & Schuster,1990-02-20,Physical,Fiction,Literary Fiction,Spanish,246,,15.4,6.6,1,347,0,0,1992-06-06,
3449,PROD00002762,9780743482752,Much Ado About Nothing,William Shakespeare,Penguin Random House,1598-03-11,Physical,Fiction,Historical Fiction,English,246,,23.36,4.82,1,367,0,0,1601-05-29,
3450,PROD00002763,9780142406250,The Truth About Forever,Sarah Dessen,HarperCollins,2004-11-25,Physical,Fiction,Historical Fiction,English,374,,16.03,8.33,1,147,0,0,2005-10-04,
3451,PROD00002764,9780446617796,The Angel Experiment,James Patterson,Macmillan,2005-05-22,E-book,Fiction,Contemporary Fiction,French,413,,20.31,10.59,1,84,0,0,2005-11-17,
3452,PROD00002765,9780451457998,2001: A Space Odyssey,Arthur C. Clarke,Simon & Schuster,1968-04-05,Audiobook,Fiction  ,Historical Fiction,English,,495  ,15.87,3.36,1,89,0,0,1969-07-19,
3453,PROD00002766,9780451528018,The Hound of the Baskervilles,Arthur Conan Doyle,Simon & Schuster,1902-07-19,E-book,Mystery,Cozy Mystery,English,256,,20.05,11.36,1,398,0,0,1903-08-04,
3454,PROD00002767,9780345915597,The World According to Garp,John Irving,Penguin Random House,,Physical  ,Fiction,Historical Fiction,,609,,26.94,11.15,1,296,0,0,1982-08-08,1981-09-06
3455,PROD00002767,9780345915597,The World According to Garp,John Irving,Penguin Random House,1978-02-13,Physical,FICTION,Historical Fiction,French,609,,24.56,10.16,1,252,0,0,1982-05-16,1981-10-05
3456,PROD00002767,9780345915597,The World According to Garp,John Irving,,1978-02-13,Physical,Fiction,Historical Fiction,French  ,609,,22.57,9.34,1,94,0,0,1982-01-09,1981-04-09
3457,PROD00002767,  9780345915597,The World According to Garp,John Irving,Penguin Random House,1978-02-13,Physical,Fiction,Historical Fiction,French,609,,20.88,8.64,1,195,0,0,1981-10-22,
3458,PROD00002768,9780316013680,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,PENGUIN RANDOM HOUSE,2007-02-20,Physical,Fiction,Literary Fiction,Spanish,230,,28.46,12.41,1,327,0,0,2007-02-22,
3459,PROD00002769,9780553496642,Everything Everything  ,Nicola Yoon,Penguin Random House,2015-09-24,Audiobook,Fiction,Contemporary Fiction,Spanish,,511,30.37,10.56,1,212,0,0,2017-07-28,
3460,PROD00002770,  9780441014941,All Together Dead,Charlaine Harris,HarperCollins,2007-11-15,Audiobook,Fantasy,epic fantasy,German,,538,10.94,14.47,,240,0,0,2008-11-14,
3461,PROD00002771,9780786851973,It's Kind of a Funny Story,Ned Vizzini,Simon & Schuster,2006-06-12,Physical,Fiction,Contemporary Fiction,English,444,,11.97,12.52,1,353,0,0,2006-10-09,
3462,PROD00002772,9780553573398,Assassin's Apprentice,Robin Hobb,HarperCollins,1995-11-09,e-book,Fantasy,Dark Fantasy,GERMAN,448,,13.33,6.66,1,7,0,0,1997-06-22,
3463,PROD00002773,9780545424929,The Raven Boys,Maggie Stiefvater,  PENGUIN RANDOM HOUSE,2012-08-01,Physical,Fantasy,Epic Fantasy,Spanish,409,,34.45,3.86,1,495,0,0,2016-07-06,
3464,PROD00002774,9780375856112,Inheritance,Christopher Paolini,HARPERCOLLINS,2011-09-16,Audiobook,Fantasy,Epic Fantasy,French,,1415  ,23.97,3.22,1,365,0,0,2013-06-20,
3465,PROD00002775,9780345350497,The Mists of Avalon,Marion Zimmer Bradley,Penguin Random House  ,1982-06-28,Audiobook,Fantasy,Dark Fantasy,English  ,,1460,17.02,7.98,1,278,0,0,1984-04-30,
3466,PROD00002776,9780803734968,I'll Give You the Sun,Jandy Nelson,Hachette,2014-05-13,Physical,Fiction,HISTORICAL FICTION,English,384,,28.5,13.94,1,127,0,0,2016-12-25,
3467,PROD00002777,  9780345525543,The Language of Flowers,Vanessa Diffenbaugh  ,Simon & Schuster,2011-11-19,E-book,Fiction,Historical Fiction,German,,,41.01,11.28,1,195,0,0,2015-11-03,2015-01-22
3468,PROD00002777,9780345525543,The Language of Flowers,Vanessa Diffenbaugh,SIMON & SCHUSTER,2011-11-19,E-book,Fiction,Historical Fiction,German,323,,34.86,9.59,1,375,0,0,2015-10-26,
3469,PROD00002778,9780553278224,The Martian Chronicles,Ray Bradbury,  HarperCollins,1950-06-26,audiobook  ,Fiction,Contemporary Fiction,  German,,303,29.87,9.71,1,9,0,0,1952-08-30,
3470,PROD00002779,,To All the Boys I've Loved Before,Jenny Han  ,Macmillan,2014-02-16,Physical,Fiction,Historical Fiction,English,355,,17.03,7.86,1,90,0,0,2018-03-16,
3471,PROD00002780,9780670011940,Along for the Ride,sarah dessen,Macmillan,2009-06-01,Physical,Fiction,Literary Fiction,English,383,,16.39,14.96,1,48,0,0,2012-04-21,
3472,PROD00002781,9780330449601,The Forgotten Garden,Kate Morton,HarperCollins,2008-02-03,Physical,Fiction,Historical Fiction  ,English,648,,35.6,8.48,1,494,0,0,2010-06-14,
3473,PROD00002782,9780805094596,Shadow and Bone,Leigh Bardugo,Simon & Schuster,2012-11-03,Audiobook,FANTASY,Urban Fantasy,German,,596,36.4,8.78,1,435,0,0,2013-07-09,
3474,PROD00002783,9781623420024,Wallbanger,Alice Clayton,Hachette,2012-09-02,E-book,Romance,  Contemporary Romance,English,384,,22.71,8.09,1,171,0,0,2012-12-26,
3475,PROD00002784,9780744583274,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Simon & Schuster,1967-07-08,E-book,Fiction,Literary Fiction,Spanish,125,,10.75,12.17,1,352,0,0,1967-08-18,
3476,PROD00002785,9780689862205,Mrs. Frisby and the Rats of NIMH,ROBERT C. O'BRIEN,Simon & Schuster,1971-07-23,Physical,Fantasy,Epic Fantasy,German,240,,33.91,10.93,1,300,0,0,1972-12-05,
3477,PROD00002786,9780446696111,The Guardian,Nicholas Sparks,Penguin Random House,2003-02-01,  Audiobook,  Romance,Contemporary Romance,Spanish,,666,13.44,6.05,1,107,0,0,2007-02-22,
3478,PROD00002787,9781594747359  ,Hollow City,Ransom Riggs,Macmillan,2014-03-24,E-book,Fiction,Contemporary Fiction,French,428,,24.62,5.34,1,1,0,0,2016-02-16,
3479,PROD00002788,9780156007757,Ensaio Sobre a Cegueira,Jose Saramago,Simon & Schuster,1995-04-13,e-book,Fiction,Literary Fiction,German,  326,,27.47,14.79,1,471,0,0,1996-09-29,
3480,PROD00002789,9780786226740,The Cider House Rules,John Irving,Hachette,1985-12-25,E-book,Fiction,Literary Fiction,French,391,,27.71,12.73,1,164,0,0,1989-09-26,
3481,PROD00002790,9780803734616  ,Fire,Kristin Cashore,Macmillan,2009-10-28,Physical,Fantasy,Urban Fantasy,Spanish,480,,11.29,14.51,1,143,0,0,2012-08-25,
3482,PROD00002791,9780061007224,The Exorcist  ,William Peter Blatty,Hachette,1971-04-03,E-book,Fiction,Literary Fiction,Spanish,385,,11.28,12.08,1,12,0,0,1975-03-25,
3483,PROD00002792,9780393324822,Stiff: The Curious Lives of Human Cadavers,Mary Roach,  HarperCollins,2003-01-16,E-book,Fiction,Historical Fiction,Spanish,320,,12.61,7.21,1,446,0,0,2003-05-24,
3484,PROD00002793,,The Unbecoming of Mara Dyer,Michelle Hodkin,Macmillan,2011-10-02,Physical,Fiction,Historical Fiction,  English,456,,15.95,11.44,1,98,0,0,2013-01-11,
3485,PROD00002794,9780425148297,Naked in Death,J.D. Robb,HarperCollins,1995-06-13,Audiobook,Mystery,  Police Procedural,French,,510,38.15,11.34,1,468,0,0,1998-10-05,
3486,PROD00002795,9780140255553,Two for the Dough,Janet Evanovich,HarperCollins,1996-06-17,Physical,Mystery,Cozy Mystery,French,326,,11.68,13.21,1,428,0,0,2000-06-27,
3487,PROD00002796,9780571225385,The Remains of the Day,Kazuo Ishiguro,Simon & Schuster,1989-09-19,E-book,FICTION,Contemporary Fiction,English,258,,15.39,7.1,1,134,0,0,1993-10-24,1993-01-13
3488,PROD00002796,9780571225385,The Remains of the Day,Kazuo Ishiguro,Simon & Schuster,,E-book,Fiction,,English,258,,14.04,6.47,,151,0,0,1993-10-02,1993-02-23
3489,PROD00002796,9780571225385  ,The Remains of the Day,Kazuo Ishiguro,  Simon & Schuster,1989-09-19,E-book,Fiction,Contemporary Fiction,  English,258,,12.9,5.95,1,51,0,0,1993-08-08,1993-03-19
3490,PROD00002796,9780571225385,THE REMAINS OF THE DAY,Kazuo Ishiguro,Simon & Schuster  ,1989-09-19,E-book,FICTION,Contemporary Fiction,English,258,,11.93,5.5,,339,0,0,1993-07-18,
3491,PROD00002797,9780618101368,Interpreter of Maladies  ,Jhumpa Lahiri,,1999-12-20,Physical,Fiction,,  Spanish,198,,34.12,16.2,1,268,0,0,2002-12-27,2001-12-18
3492,PROD00002797,9780618101368,Interpreter of Maladies,Jhumpa Lahiri,Macmillan,1999-12-20,Physical,Fiction,  Historical Fiction,Spanish,198,,29.0,13.77,1,229,0,0,2002-11-08,
3493,PROD00002798,9780380731862,Shutter Island,Dennis Lehane,Hachette,2003-11-06,E-book,Mystery,Cozy Mystery,English,369,,38.54,9.49,1,20,0,0,2005-07-20,
3494,PROD00002799,9780385339155,Darkfever,Karen Marie Moning,Hachette,2006-03-09,Audiobook,Fantasy,Urban Fantasy,  English,,515,31.62,14.33,1,53,0,0,2010-02-23,
3495,PROD00002800,9780374105235,A Long Way Gone. Memoirs of a Boy Soldier  ,Ishmael Beah,Hachette,2007-01-21,Physical,Fiction,Literary Fiction,German,229,,26.24,3.8,1,132,0,0,2009-07-10,
3496,PROD00002801,9781461091110,thoughtless,S.C. Stephens,Simon & Schuster,2009-11-21,Audiobook,Romance,Contemporary Romance,English,,883,35.79,4.51,1,375,0,0,2010-06-21,
3497,PROD00002802,9780062285683,Four: A Divergent Collection,veronica roth  ,Macmillan,2014-05-10,  Physical,Fiction,Literary Fiction,French,208,,22.69,8.48,,154,0,0,2017-06-05,
3498,PROD00002803,9781476727653,Doctor Sleep  ,Stephen King,Penguin Random House,2013-10-09,Physical,Fiction  ,Literary Fiction,German,531,,18.98,4.69,1,40,0,0,2013-11-04,
3499,PROD00002804,9780061124297,We Need to Talk About Kevin,LIONEL SHRIVER,Simon & Schuster,2003-06-05,Audiobook,Fiction,Contemporary Fiction,German,,666,35.05,11.99,1,419,0,0,2004-01-30,
3500,PROD00002805,  9780425193792,Tales of a Fourth Grade Nothing,Judy Blume,  Simon & Schuster,1972-12-20,Audiobook,Fiction,Historical Fiction,English,,240,38.51,7.43,1,487,0,0,1976-10-12,
3501,PROD00002806,9780446612739,The Black Echo,Michael Connelly,Penguin Random House,1992-03-28,Physical,Mystery,COZY MYSTERY,French,482,,32.26,9.28,1,468,0,0,1995-12-18,
3502,PROD00002807,9780375706677,No Country for Old Men,Cormac McCarthy,Penguin Random House,2025-06-10,E-book,Fiction,Historical Fiction,Spanish,309,,27.73,11.97,1,212,0,0,2006-04-04,
3503,PROD00002808,9780553213874,The Story of My Life,Helen Keller,Simon & Schuster,1902-01-06,Physical,Fiction,Historical Fiction,French,240,,38.29,10.35,1,412,0,0,1904-11-18,
3504,PROD00002809,9780575079793  ,The Blade Itself,Joe Abercrombie,Hachette,2006-12-19,Physical,Fantasy,Epic Fantasy,French,517,,19.93,8.98,1,188,0,0,2007-05-28,
3505,PROD00002810,9780140620191,North And South,  Elizabeth Gaskell,Macmillan,1854-10-24,Audiobook,Fiction  ,Literary Fiction,Spanish,,868,29.82,3.69,1,441,0,0,1858-08-24,
3506,PROD00002811,9780425227510,Vision in White,Nora Roberts,Simon & Schuster,2009-05-26,Physical,Romance,Contemporary Romance,English,325,,38.41,12.06,1,323,0,0,2013-05-31,
3507,PROD00002812,9781401303273,For One More Day,Mitch Albom,Hachette,2006-05-14,Physical,Fiction,Historical Fiction,English,245,,10.04,10.3,1,358,0,0,2010-01-10,
3508,PROD00002813,9780375836671,The Messenger,Markus Zusak,HarperCollins,2002-02-26,E-book,Fiction,Literary Fiction,English,360,,17.84,4.51,1,205,0,0,2004-07-04,
